"REF_DATE","GEO","DGUID","Statistics","Characteristics","Income, consumption and savings","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Food and non-alcoholic beverages","Dollars","81","units","0","v1278066914","1.3.6.9","2236","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Food and non-alcoholic beverages","Dollars","81","units","0","v1278066914","1.3.6.9","2429","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Food and non-alcoholic beverages","Dollars","81","units","0","v1278066914","1.3.6.9","2431","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Food and non-alcoholic beverages","Dollars","81","units","0","v1278066914","1.3.6.9","2514","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Food and non-alcoholic beverages","Dollars","81","units","0","v1278066914","1.3.6.9","2383","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Food and non-alcoholic beverages","Dollars","81","units","0","v1278066914","1.3.6.9","2553","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Food and non-alcoholic beverages","Dollars","81","units","0","v1278066914","1.3.6.9","2599","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Food and non-alcoholic beverages","Dollars","81","units","0","v1278066914","1.3.6.9","2652","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Food and non-alcoholic beverages","Dollars","81","units","0","v1278066914","1.3.6.9","2550","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Food and non-alcoholic beverages","Dollars","81","units","0","v1278066914","1.3.6.9","2665","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1057","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1184","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1187","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1198","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1032","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1131","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1210","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1185","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1021","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1136","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1162","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1155","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1009","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1109","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1137","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1121","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","966","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Alcoholic beverages and tobacco","Dollars","81","units","0","v1278066915","1.3.6.10","1077","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1053","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","903","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1439","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1706","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","991","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1199","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1590","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1987","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1212","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1676","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1645","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","2182","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1368","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1738","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1673","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","2140","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1310","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Clothing and footwear","Dollars","81","units","0","v1278066916","1.3.6.11","1675","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","8106","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","7571","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","7649","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","7622","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","8217","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","8174","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","8285","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","8162","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","8531","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","8578","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","8482","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","8599","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","8960","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","8968","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","9008","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","9196","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","9702","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Housing, water, electricity, gas and other fuels","Dollars","81","units","0","v1278066917","1.3.6.12","9795","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","1894","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","1985","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2238","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2448","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","1910","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2370","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2466","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2617","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2003","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2551","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2380","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2541","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","1949","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2405","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2317","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2483","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","1917","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Furnishings, household equipment and other goods and services related to the dwelling and property","Dollars","81","units","0","v1278066918","1.3.6.13","2325","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1180","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","871","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1069","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1087","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1097","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1139","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1193","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1188","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1188","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1266","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1234","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1291","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1269","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1322","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1305","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1323","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1332","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Health","Dollars","81","units","0","v1278066919","1.3.6.14","1380","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","4436","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","3540","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","5273","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","4914","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","4222","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","5729","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","6277","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","5696","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","5658","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","6937","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","6793","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","6368","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","6197","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","7287","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","7374","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","6663","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","6481","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Transport","Dollars","81","units","0","v1278066920","1.3.6.15","7561","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","658","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","634","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","681","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","699","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","656","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","661","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","697","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","716","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","679","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","687","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","698","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","735","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","715","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","708","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","719","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","746","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","727","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Communications","Dollars","81","units","0","v1278066921","1.3.6.16","721","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","1808","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","1646","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2078","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2152","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","1599","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2122","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2251","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2193","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","1828","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2466","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2438","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2359","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2023","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2504","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2445","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2344","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2035","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Recreation and culture","Dollars","81","units","0","v1278066922","1.3.6.17","2529","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","395","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","335","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","339","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","379","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","380","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","372","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","342","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","382","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","397","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","383","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","345","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","397","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","416","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","400","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","362","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","423","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","446","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Education","Dollars","81","units","0","v1278066923","1.3.6.18","427","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","1870","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","1101","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","1756","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","1443","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","1354","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","1576","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","2199","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","1918","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","1757","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","2338","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","2519","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","2241","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","2227","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","2526","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","2610","","","","0"
