"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Newfoundland and Labrador [10]","2021A000210","Non-violent crime severity index","Index","160","units","0","v44312471","2.5","69.80","","","","2"
"2022","Newfoundland and Labrador [10]","2021A000210","Non-violent crime severity index","Index","160","units","0","v44312471","2.5","77.18","","","","2"
"2023","Newfoundland and Labrador [10]","2021A000210","Non-violent crime severity index","Index","160","units","0","v44312471","2.5","83.66","","","","2"
"2024","Newfoundland and Labrador [10]","2021A000210","Non-violent crime severity index","Index","160","units","0","v44312471","2.5","89.74","","","","2"
"1998","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","109.72","","","","2"
"1999","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","90.75","","","","2"
"2000","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","104.20","","","","2"
"2001","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","112.90","","","","2"
"2002","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","101.43","","","","2"
"2003","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","111.08","","","","2"
"2004","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","105.74","","","","2"
"2005","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","95.21","","","","2"
"2006","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","104.24","","","","2"
"2007","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","104.06","","","","2"
"2008","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","102.82","","","","2"
"2009","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","86.02","","","","2"
"2010","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","77.94","","","","2"
"2011","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","71.77","","","","2"
"2012","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","65.42","","","","2"
"2013","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","64.32","","","","2"
"2014","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","57.32","","","","2"
"2015","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","59.62","","","","2"
"2016","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","60.71","","","","2"
"2017","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","66.05","","","","2"
"2018","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","56.12","","","","2"
"2019","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","46.93","","","","2"
"2020","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","37.26","","","","2"
"2021","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","32.19","","","","2"
"2022","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","30.00","","","","2"
"2023","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","45.33","","","","2"
"2024","Newfoundland and Labrador [10]","2021A000210","Youth crime severity index","Index","160","units","0","v53079560","2.7","52.90","","","","2"
"1998","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","55.73","","","","2"
"1999","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","50.15","","","","2"
"2000","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","69.87","","","","2"
"2001","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","59.14","","","","2"
"2002","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","63.36","","","","2"
"2003","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","55.65","","","","2"
"2004","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","50.57","","","","2"
"2005","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","57.13","","","","2"
"2006","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","53.86","","","","2"
"2007","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","61.75","","","","2"
"2008","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","72.94","","","","2"
"2009","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","53.52","","","","2"
"2010","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","55.26","","","","2"
"2011","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","47.80","","","","2"
"2012","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","49.56","","","","2"
"2013","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","50.47","","","","2"
"2014","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","49.20","","","","2"
"2015","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","50.24","","","","2"
"2016","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","52.35","","","","2"
"2017","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","58.70","","","","2"
"2018","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","58.28","","","","2"
"2019","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","49.47","","","","2"
"2020","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","51.12","","","","2"
"2021","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","40.29","","","","2"
"2022","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","44.71","","","","2"
"2023","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","76.94","","","","2"
"2024","Newfoundland and Labrador [10]","2021A000210","Youth violent crime severity index","Index","160","units","0","v53079562","2.9","83.72","","","","2"
"1998","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","150.84","","","","2"
"1999","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","121.66","","","","2"
"2000","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","130.35","","","","2"
"2001","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","153.85","","","","2"
"2002","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","130.43","","","","2"
"2003","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","153.31","","","","2"
"2004","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","147.76","","","","2"
"2005","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","124.21","","","","2"
"2006","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","142.61","","","","2"
"2007","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","136.29","","","","2"
"2008","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","125.58","","","","2"
"2009","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","110.77","","","","2"
"2010","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","95.21","","","","2"
"2011","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","88.44","","","","2"
"2012","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","76.37","","","","2"
"2013","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","73.84","","","","2"
"2014","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","62.83","","","","2"
"2015","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","66.00","","","","2"
"2016","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","65.86","","","","2"
"2017","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","70.46","","","","2"
"2018","Newfoundland and Labrador [10]","2021A000210","Youth non-violent crime severity index","Index","160","units","0","v53079552","2.11","54.13","","","","2"
