"REF_DATE","GEO","DGUID","Type of motivation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Manitoba [46]","2021A000246","Religion","Number","223","units","0","v1579318715","5.12","26","","","","0"
"2014","Manitoba [46]","2021A000246","Sexual orientation","Number","223","units","0","v1579318721","5.18","1","","","","0"
"2015","Manitoba [46]","2021A000246","Sexual orientation","Number","223","units","0","v1579318721","5.18","4","","","","0"
"2016","Manitoba [46]","2021A000246","Sexual orientation","Number","223","units","0","v1579318721","5.18","4","","","","0"
"2017","Manitoba [46]","2021A000246","Sexual orientation","Number","223","units","0","v1579318721","5.18","1","","","","0"
"2018","Manitoba [46]","2021A000246","Sexual orientation","Number","223","units","0","v1579318721","5.18","6","","","","0"
"2019","Manitoba [46]","2021A000246","Sexual orientation","Number","223","units","0","v1579318721","5.18","4","","","","0"
"2020","Manitoba [46]","2021A000246","Sexual orientation","Number","223","units","0","v1579318721","5.18","7","","","","0"
"2021","Manitoba [46]","2021A000246","Sexual orientation","Number","223","units","0","v1579318721","5.18","9","","","","0"
"2022","Manitoba [46]","2021A000246","Sexual orientation","Number","223","units","0","v1579318721","5.18","9","","","","0"
"2023","Manitoba [46]","2021A000246","Sexual orientation","Number","223","units","0","v1579318721","5.18","21","","","","0"
"2024","Manitoba [46]","2021A000246","Sexual orientation","Number","223","units","0","v1579318721","5.18","13","","","","0"
"2014","Manitoba [46]","2021A000246","Language","Number","223","units","0","v1579318727","5.24","","x","","","0"
"2015","Manitoba [46]","2021A000246","Language","Number","223","units","0","v1579318727","5.24","","x","","","0"
"2016","Manitoba [46]","2021A000246","Language","Number","223","units","0","v1579318727","5.24","","x","","","0"
"2017","Manitoba [46]","2021A000246","Language","Number","223","units","0","v1579318727","5.24","","x","","","0"
"2018","Manitoba [46]","2021A000246","Language","Number","223","units","0","v1579318727","5.24","","x","","","0"
"2019","Manitoba [46]","2021A000246","Language","Number","223","units","0","v1579318727","5.24","","x","","","0"
"2020","Manitoba [46]","2021A000246","Language","Number","223","units","0","v1579318727","5.24","","x","","","0"
"2021","Manitoba [46]","2021A000246","Language","Number","223","units","0","v1579318727","5.24","","x","","","0"
"2022","Manitoba [46]","2021A000246","Language","Number","223","units","0","v1579318727","5.24","","x","","","0"
"2023","Manitoba [46]","2021A000246","Language","Number","223","units","0","v1579318727","5.24","","x","","","0"
"2024","Manitoba [46]","2021A000246","Language","Number","223","units","0","v1579318727","5.24","","x","","","0"
"2014","Manitoba [46]","2021A000246","Mental or Physical Disability","Number","223","units","0","v1579318732","5.29","","x","","","0"
"2015","Manitoba [46]","2021A000246","Mental or Physical Disability","Number","223","units","0","v1579318732","5.29","","x","","","0"
"2016","Manitoba [46]","2021A000246","Mental or Physical Disability","Number","223","units","0","v1579318732","5.29","","x","","","0"
"2017","Manitoba [46]","2021A000246","Mental or Physical Disability","Number","223","units","0","v1579318732","5.29","","x","","","0"
"2018","Manitoba [46]","2021A000246","Mental or Physical Disability","Number","223","units","0","v1579318732","5.29","","x","","","0"
"2019","Manitoba [46]","2021A000246","Mental or Physical Disability","Number","223","units","0","v1579318732","5.29","","x","","","0"
"2020","Manitoba [46]","2021A000246","Mental or Physical Disability","Number","223","units","0","v1579318732","5.29","","x","","","0"
"2021","Manitoba [46]","2021A000246","Mental or Physical Disability","Number","223","units","0","v1579318732","5.29","","x","","","0"
"2022","Manitoba [46]","2021A000246","Mental or Physical Disability","Number","223","units","0","v1579318732","5.29","","x","","","0"
"2023","Manitoba [46]","2021A000246","Mental or Physical Disability","Number","223","units","0","v1579318732","5.29","","x","","","0"
"2024","Manitoba [46]","2021A000246","Mental or Physical Disability","Number","223","units","0","v1579318732","5.29","","x","","","0"
"2014","Manitoba [46]","2021A000246","Sex and gender","Number","223","units","0","v1579318737","5.34","","x","","","0"
"2015","Manitoba [46]","2021A000246","Sex and gender","Number","223","units","0","v1579318737","5.34","","x","","","0"
"2016","Manitoba [46]","2021A000246","Sex and gender","Number","223","units","0","v1579318737","5.34","","x","","","0"
"2017","Manitoba [46]","2021A000246","Sex and gender","Number","223","units","0","v1579318737","5.34","","x","","","0"
"2018","Manitoba [46]","2021A000246","Sex and gender","Number","223","units","0","v1579318737","5.34","","x","","","0"
"2019","Manitoba [46]","2021A000246","Sex and gender","Number","223","units","0","v1579318737","5.34","","x","","","0"
"2020","Manitoba [46]","2021A000246","Sex and gender","Number","223","units","0","v1579318737","5.34","","x","","","0"
"2021","Manitoba [46]","2021A000246","Sex and gender","Number","223","units","0","v1579318737","5.34","","x","","","0"
"2022","Manitoba [46]","2021A000246","Sex and gender","Number","223","units","0","v1579318737","5.34","","x","","","0"
"2023","Manitoba [46]","2021A000246","Sex and gender","Number","223","units","0","v1579318737","5.34","","x","","","0"
"2024","Manitoba [46]","2021A000246","Sex and gender","Number","223","units","0","v1579318737","5.34","","x","","","0"
"2014","Manitoba [46]","2021A000246","Age","Number","223","units","0","v1579318742","5.39","","x","","","0"
"2015","Manitoba [46]","2021A000246","Age","Number","223","units","0","v1579318742","5.39","","x","","","0"
"2016","Manitoba [46]","2021A000246","Age","Number","223","units","0","v1579318742","5.39","","x","","","0"
"2017","Manitoba [46]","2021A000246","Age","Number","223","units","0","v1579318742","5.39","","x","","","0"
"2018","Manitoba [46]","2021A000246","Age","Number","223","units","0","v1579318742","5.39","","x","","","0"
"2019","Manitoba [46]","2021A000246","Age","Number","223","units","0","v1579318742","5.39","","x","","","0"
"2020","Manitoba [46]","2021A000246","Age","Number","223","units","0","v1579318742","5.39","","x","","","0"
"2021","Manitoba [46]","2021A000246","Age","Number","223","units","0","v1579318742","5.39","","x","","","0"
"2022","Manitoba [46]","2021A000246","Age","Number","223","units","0","v1579318742","5.39","","x","","","0"
"2023","Manitoba [46]","2021A000246","Age","Number","223","units","0","v1579318742","5.39","","x","","","0"
"2024","Manitoba [46]","2021A000246","Age","Number","223","units","0","v1579318742","5.39","","x","","","0"
"2021","Manitoba [46]","2021A000246","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158745","5.82","","..","","","0"
"2022","Manitoba [46]","2021A000246","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158745","5.82","","..","","","0"
"2023","Manitoba [46]","2021A000246","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158745","5.82","","x","","","0"
"2024","Manitoba [46]","2021A000246","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158745","5.82","","x","","","0"
"2014","Manitoba [46]","2021A000246","Other similar factor","Number","223","units","0","v1579318748","5.45","","x","","","0"
"2015","Manitoba [46]","2021A000246","Other similar factor","Number","223","units","0","v1579318748","5.45","","x","","","0"
"2016","Manitoba [46]","2021A000246","Other similar factor","Number","223","units","0","v1579318748","5.45","","x","","","0"
"2017","Manitoba [46]","2021A000246","Other similar factor","Number","223","units","0","v1579318748","5.45","","x","","","0"
"2018","Manitoba [46]","2021A000246","Other similar factor","Number","223","units","0","v1579318748","5.45","","x","","","0"
"2019","Manitoba [46]","2021A000246","Other similar factor","Number","223","units","0","v1579318748","5.45","","x","","","0"
"2020","Manitoba [46]","2021A000246","Other similar factor","Number","223","units","0","v1579318748","5.45","","x","","","0"
"2021","Manitoba [46]","2021A000246","Other similar factor","Number","223","units","0","v1579318748","5.45","","x","","","0"
"2022","Manitoba [46]","2021A000246","Other similar factor","Number","223","units","0","v1579318748","5.45","","x","","","0"
"2023","Manitoba [46]","2021A000246","Other similar factor","Number","223","units","0","v1579318748","5.45","","x","","","0"
"2024","Manitoba [46]","2021A000246","Other similar factor","Number","223","units","0","v1579318748","5.45","","x","","","0"
"2021","Manitoba [46]","2021A000246","Combination (More than 2 motivations)","Number","223","units","0","v1593158746","5.83","","..","","","0"
"2022","Manitoba [46]","2021A000246","Combination (More than 2 motivations)","Number","223","units","0","v1593158746","5.83","","..","","","0"
"2023","Manitoba [46]","2021A000246","Combination (More than 2 motivations)","Number","223","units","0","v1593158746","5.83","","x","","","0"
"2024","Manitoba [46]","2021A000246","Combination (More than 2 motivations)","Number","223","units","0","v1593158746","5.83","","x","","","0"
"2014","Manitoba [46]","2021A000246","Unknown motivation","Number","223","units","0","v1579318749","5.46","","x","","","0"
"2015","Manitoba [46]","2021A000246","Unknown motivation","Number","223","units","0","v1579318749","5.46","","x","","","0"
"2016","Manitoba [46]","2021A000246","Unknown motivation","Number","223","units","0","v1579318749","5.46","","x","","","0"
"2017","Manitoba [46]","2021A000246","Unknown motivation","Number","223","units","0","v1579318749","5.46","","x","","","0"
"2018","Manitoba [46]","2021A000246","Unknown motivation","Number","223","units","0","v1579318749","5.46","","x","","","0"
"2019","Manitoba [46]","2021A000246","Unknown motivation","Number","223","units","0","v1579318749","5.46","","x","","","0"
"2020","Manitoba [46]","2021A000246","Unknown motivation","Number","223","units","0","v1579318749","5.46","","x","","","0"
"2021","Manitoba [46]","2021A000246","Unknown motivation","Number","223","units","0","v1579318749","5.46","","x","","","0"
"2022","Manitoba [46]","2021A000246","Unknown motivation","Number","223","units","0","v1579318749","5.46","","x","","","0"
"2023","Manitoba [46]","2021A000246","Unknown motivation","Number","223","units","0","v1579318749","5.46","","x","","","0"
"2024","Manitoba [46]","2021A000246","Unknown motivation","Number","223","units","0","v1579318749","5.46","","x","","","0"
"2014","Saskatchewan [47]","2021A000247","Total police-reported hate crime","Number","223","units","0","v1579318750","6.1","13","","","","0"
"2015","Saskatchewan [47]","2021A000247","Total police-reported hate crime","Number","223","units","0","v1579318750","6.1","16","","","","0"
"2016","Saskatchewan [47]","2021A000247","Total police-reported hate crime","Number","223","units","0","v1579318750","6.1","29","","","","0"
"2017","Saskatchewan [47]","2021A000247","Total police-reported hate crime","Number","223","units","0","v1579318750","6.1","20","","","","0"
"2018","Saskatchewan [47]","2021A000247","Total police-reported hate crime","Number","223","units","0","v1579318750","6.1","30","","","","0"
"2019","Saskatchewan [47]","2021A000247","Total police-reported hate crime","Number","223","units","0","v1579318750","6.1","33","","","","0"
"2020","Saskatchewan [47]","2021A000247","Total police-reported hate crime","Number","223","units","0","v1579318750","6.1","51","","","","0"
"2021","Saskatchewan [47]","2021A000247","Total police-reported hate crime","Number","223","units","0","v1579318750","6.1","53","","","","0"
"2022","Saskatchewan [47]","2021A000247","Total police-reported hate crime","Number","223","units","0","v1579318750","6.1","80","","","","0"
"2023","Saskatchewan [47]","2021A000247","Total police-reported hate crime","Number","223","units","0","v1579318750","6.1","112","","","","0"
"2024","Saskatchewan [47]","2021A000247","Total police-reported hate crime","Number","223","units","0","v1579318750","6.1","107","","","","0"
"2014","Saskatchewan [47]","2021A000247","Race or ethnicity","Number","223","units","0","v1579318751","6.2","9","","","","0"
"2015","Saskatchewan [47]","2021A000247","Race or ethnicity","Number","223","units","0","v1579318751","6.2","11","","","","0"
"2016","Saskatchewan [47]","2021A000247","Race or ethnicity","Number","223","units","0","v1579318751","6.2","16","","","","0"
"2017","Saskatchewan [47]","2021A000247","Race or ethnicity","Number","223","units","0","v1579318751","6.2","13","","","","0"
"2018","Saskatchewan [47]","2021A000247","Race or ethnicity","Number","223","units","0","v1579318751","6.2","17","","","","0"
"2019","Saskatchewan [47]","2021A000247","Race or ethnicity","Number","223","units","0","v1579318751","6.2","15","","","","0"
"2020","Saskatchewan [47]","2021A000247","Race or ethnicity","Number","223","units","0","v1579318751","6.2","28","","","","0"
"2021","Saskatchewan [47]","2021A000247","Race or ethnicity","Number","223","units","0","v1579318751","6.2","21","","","","0"
"2022","Saskatchewan [47]","2021A000247","Race or ethnicity","Number","223","units","0","v1579318751","6.2","40","","","","0"
"2023","Saskatchewan [47]","2021A000247","Race or ethnicity","Number","223","units","0","v1579318751","6.2","64","","","","0"
"2024","Saskatchewan [47]","2021A000247","Race or ethnicity","Number","223","units","0","v1579318751","6.2","67","","","","0"
"2014","Saskatchewan [47]","2021A000247","Religion","Number","223","units","0","v1579318761","6.12","2","","","","0"
"2015","Saskatchewan [47]","2021A000247","Religion","Number","223","units","0","v1579318761","6.12","5","","","","0"
"2016","Saskatchewan [47]","2021A000247","Religion","Number","223","units","0","v1579318761","6.12","6","","","","0"
"2017","Saskatchewan [47]","2021A000247","Religion","Number","223","units","0","v1579318761","6.12","4","","","","0"
"2018","Saskatchewan [47]","2021A000247","Religion","Number","223","units","0","v1579318761","6.12","7","","","","0"
"2019","Saskatchewan [47]","2021A000247","Religion","Number","223","units","0","v1579318761","6.12","9","","","","0"
"2020","Saskatchewan [47]","2021A000247","Religion","Number","223","units","0","v1579318761","6.12","9","","","","0"
"2021","Saskatchewan [47]","2021A000247","Religion","Number","223","units","0","v1579318761","6.12","19","","","","0"
"2022","Saskatchewan [47]","2021A000247","Religion","Number","223","units","0","v1579318761","6.12","20","","","","0"
"2023","Saskatchewan [47]","2021A000247","Religion","Number","223","units","0","v1579318761","6.12","25","","","","0"
"2024","Saskatchewan [47]","2021A000247","Religion","Number","223","units","0","v1579318761","6.12","10","","","","0"
"2014","Saskatchewan [47]","2021A000247","Sexual orientation","Number","223","units","0","v1579318767","6.18","2","","","","0"
"2015","Saskatchewan [47]","2021A000247","Sexual orientation","Number","223","units","0","v1579318767","6.18","0","","","","0"
"2016","Saskatchewan [47]","2021A000247","Sexual orientation","Number","223","units","0","v1579318767","6.18","4","","","","0"
"2017","Saskatchewan [47]","2021A000247","Sexual orientation","Number","223","units","0","v1579318767","6.18","1","","","","0"
"2018","Saskatchewan [47]","2021A000247","Sexual orientation","Number","223","units","0","v1579318767","6.18","4","","","","0"
"2019","Saskatchewan [47]","2021A000247","Sexual orientation","Number","223","units","0","v1579318767","6.18","7","","","","0"
"2020","Saskatchewan [47]","2021A000247","Sexual orientation","Number","223","units","0","v1579318767","6.18","10","","","","0"
"2021","Saskatchewan [47]","2021A000247","Sexual orientation","Number","223","units","0","v1579318767","6.18","8","","","","0"
"2022","Saskatchewan [47]","2021A000247","Sexual orientation","Number","223","units","0","v1579318767","6.18","11","","","","0"
"2023","Saskatchewan [47]","2021A000247","Sexual orientation","Number","223","units","0","v1579318767","6.18","21","","","","0"
"2024","Saskatchewan [47]","2021A000247","Sexual orientation","Number","223","units","0","v1579318767","6.18","19","","","","0"
"2014","Saskatchewan [47]","2021A000247","Language","Number","223","units","0","v1579318773","6.24","","x","","","0"
"2015","Saskatchewan [47]","2021A000247","Language","Number","223","units","0","v1579318773","6.24","","x","","","0"
"2016","Saskatchewan [47]","2021A000247","Language","Number","223","units","0","v1579318773","6.24","","x","","","0"
"2017","Saskatchewan [47]","2021A000247","Language","Number","223","units","0","v1579318773","6.24","","x","","","0"
"2018","Saskatchewan [47]","2021A000247","Language","Number","223","units","0","v1579318773","6.24","","x","","","0"
"2019","Saskatchewan [47]","2021A000247","Language","Number","223","units","0","v1579318773","6.24","","x","","","0"
"2020","Saskatchewan [47]","2021A000247","Language","Number","223","units","0","v1579318773","6.24","","x","","","0"
"2021","Saskatchewan [47]","2021A000247","Language","Number","223","units","0","v1579318773","6.24","","x","","","0"
"2022","Saskatchewan [47]","2021A000247","Language","Number","223","units","0","v1579318773","6.24","","x","","","0"
"2023","Saskatchewan [47]","2021A000247","Language","Number","223","units","0","v1579318773","6.24","","x","","","0"
"2024","Saskatchewan [47]","2021A000247","Language","Number","223","units","0","v1579318773","6.24","","x","","","0"
"2014","Saskatchewan [47]","2021A000247","Mental or Physical Disability","Number","223","units","0","v1579318778","6.29","","x","","","0"
"2015","Saskatchewan [47]","2021A000247","Mental or Physical Disability","Number","223","units","0","v1579318778","6.29","","x","","","0"
"2016","Saskatchewan [47]","2021A000247","Mental or Physical Disability","Number","223","units","0","v1579318778","6.29","","x","","","0"
"2017","Saskatchewan [47]","2021A000247","Mental or Physical Disability","Number","223","units","0","v1579318778","6.29","","x","","","0"
"2018","Saskatchewan [47]","2021A000247","Mental or Physical Disability","Number","223","units","0","v1579318778","6.29","","x","","","0"
"2019","Saskatchewan [47]","2021A000247","Mental or Physical Disability","Number","223","units","0","v1579318778","6.29","","x","","","0"
"2020","Saskatchewan [47]","2021A000247","Mental or Physical Disability","Number","223","units","0","v1579318778","6.29","","x","","","0"
"2021","Saskatchewan [47]","2021A000247","Mental or Physical Disability","Number","223","units","0","v1579318778","6.29","","x","","","0"
"2022","Saskatchewan [47]","2021A000247","Mental or Physical Disability","Number","223","units","0","v1579318778","6.29","","x","","","0"
"2023","Saskatchewan [47]","2021A000247","Mental or Physical Disability","Number","223","units","0","v1579318778","6.29","","x","","","0"
"2024","Saskatchewan [47]","2021A000247","Mental or Physical Disability","Number","223","units","0","v1579318778","6.29","","x","","","0"
"2014","Saskatchewan [47]","2021A000247","Sex and gender","Number","223","units","0","v1579318783","6.34","","x","","","0"
"2015","Saskatchewan [47]","2021A000247","Sex and gender","Number","223","units","0","v1579318783","6.34","","x","","","0"
"2016","Saskatchewan [47]","2021A000247","Sex and gender","Number","223","units","0","v1579318783","6.34","","x","","","0"
"2017","Saskatchewan [47]","2021A000247","Sex and gender","Number","223","units","0","v1579318783","6.34","","x","","","0"
"2018","Saskatchewan [47]","2021A000247","Sex and gender","Number","223","units","0","v1579318783","6.34","","x","","","0"
"2019","Saskatchewan [47]","2021A000247","Sex and gender","Number","223","units","0","v1579318783","6.34","","x","","","0"
"2020","Saskatchewan [47]","2021A000247","Sex and gender","Number","223","units","0","v1579318783","6.34","","x","","","0"
"2021","Saskatchewan [47]","2021A000247","Sex and gender","Number","223","units","0","v1579318783","6.34","","x","","","0"
"2022","Saskatchewan [47]","2021A000247","Sex and gender","Number","223","units","0","v1579318783","6.34","","x","","","0"
"2023","Saskatchewan [47]","2021A000247","Sex and gender","Number","223","units","0","v1579318783","6.34","","x","","","0"
"2024","Saskatchewan [47]","2021A000247","Sex and gender","Number","223","units","0","v1579318783","6.34","","x","","","0"
"2014","Saskatchewan [47]","2021A000247","Age","Number","223","units","0","v1579318788","6.39","","x","","","0"
"2015","Saskatchewan [47]","2021A000247","Age","Number","223","units","0","v1579318788","6.39","","x","","","0"
"2016","Saskatchewan [47]","2021A000247","Age","Number","223","units","0","v1579318788","6.39","","x","","","0"
"2017","Saskatchewan [47]","2021A000247","Age","Number","223","units","0","v1579318788","6.39","","x","","","0"
"2018","Saskatchewan [47]","2021A000247","Age","Number","223","units","0","v1579318788","6.39","","x","","","0"
"2019","Saskatchewan [47]","2021A000247","Age","Number","223","units","0","v1579318788","6.39","","x","","","0"
"2020","Saskatchewan [47]","2021A000247","Age","Number","223","units","0","v1579318788","6.39","","x","","","0"
"2021","Saskatchewan [47]","2021A000247","Age","Number","223","units","0","v1579318788","6.39","","x","","","0"
"2022","Saskatchewan [47]","2021A000247","Age","Number","223","units","0","v1579318788","6.39","","x","","","0"
"2023","Saskatchewan [47]","2021A000247","Age","Number","223","units","0","v1579318788","6.39","","x","","","0"
"2024","Saskatchewan [47]","2021A000247","Age","Number","223","units","0","v1579318788","6.39","","x","","","0"
"2021","Saskatchewan [47]","2021A000247","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158782","6.82","","..","","","0"
"2022","Saskatchewan [47]","2021A000247","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158782","6.82","","..","","","0"
"2023","Saskatchewan [47]","2021A000247","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158782","6.82","","x","","","0"
"2024","Saskatchewan [47]","2021A000247","Immigrants / Newcomers to Canada","Number","223","units","0","v1593158782","6.82","","x","","","0"
"2014","Saskatchewan [47]","2021A000247","Other similar factor","Number","223","units","0","v1579318794","6.45","","x","","","0"
"2015","Saskatchewan [47]","2021A000247","Other similar factor","Number","223","units","0","v1579318794","6.45","","x","","","0"
"2016","Saskatchewan [47]","2021A000247","Other similar factor","Number","223","units","0","v1579318794","6.45","","x","","","0"
"2017","Saskatchewan [47]","2021A000247","Other similar factor","Number","223","units","0","v1579318794","6.45","","x","","","0"
"2018","Saskatchewan [47]","2021A000247","Other similar factor","Number","223","units","0","v1579318794","6.45","","x","","","0"
"2019","Saskatchewan [47]","2021A000247","Other similar factor","Number","223","units","0","v1579318794","6.45","","x","","","0"
"2020","Saskatchewan [47]","2021A000247","Other similar factor","Number","223","units","0","v1579318794","6.45","","x","","","0"
"2021","Saskatchewan [47]","2021A000247","Other similar factor","Number","223","units","0","v1579318794","6.45","","x","","","0"
"2022","Saskatchewan [47]","2021A000247","Other similar factor","Number","223","units","0","v1579318794","6.45","","x","","","0"
"2023","Saskatchewan [47]","2021A000247","Other similar factor","Number","223","units","0","v1579318794","6.45","","x","","","0"
"2024","Saskatchewan [47]","2021A000247","Other similar factor","Number","223","units","0","v1579318794","6.45","","x","","","0"
"2021","Saskatchewan [47]","2021A000247","Combination (More than 2 motivations)","Number","223","units","0","v1593158783","6.83","","..","","","0"
"2022","Saskatchewan [47]","2021A000247","Combination (More than 2 motivations)","Number","223","units","0","v1593158783","6.83","","..","","","0"
"2023","Saskatchewan [47]","2021A000247","Combination (More than 2 motivations)","Number","223","units","0","v1593158783","6.83","","x","","","0"
"2024","Saskatchewan [47]","2021A000247","Combination (More than 2 motivations)","Number","223","units","0","v1593158783","6.83","","x","","","0"
"2014","Saskatchewan [47]","2021A000247","Unknown motivation","Number","223","units","0","v1579318795","6.46","","x","","","0"
"2015","Saskatchewan [47]","2021A000247","Unknown motivation","Number","223","units","0","v1579318795","6.46","","x","","","0"
"2016","Saskatchewan [47]","2021A000247","Unknown motivation","Number","223","units","0","v1579318795","6.46","","x","","","0"
"2017","Saskatchewan [47]","2021A000247","Unknown motivation","Number","223","units","0","v1579318795","6.46","","x","","","0"
"2018","Saskatchewan [47]","2021A000247","Unknown motivation","Number","223","units","0","v1579318795","6.46","","x","","","0"
"2019","Saskatchewan [47]","2021A000247","Unknown motivation","Number","223","units","0","v1579318795","6.46","","x","","","0"
"2020","Saskatchewan [47]","2021A000247","Unknown motivation","Number","223","units","0","v1579318795","6.46","","x","","","0"
"2021","Saskatchewan [47]","2021A000247","Unknown motivation","Number","223","units","0","v1579318795","6.46","","x","","","0"
"2022","Saskatchewan [47]","2021A000247","Unknown motivation","Number","223","units","0","v1579318795","6.46","","x","","","0"
"2023","Saskatchewan [47]","2021A000247","Unknown motivation","Number","223","units","0","v1579318795","6.46","","x","","","0"
"2024","Saskatchewan [47]","2021A000247","Unknown motivation","Number","223","units","0","v1579318795","6.46","","x","","","0"
"2014","Alberta [48]","2021A000248","Total police-reported hate crime","Number","223","units","0","v1579318796","7.1","139","","","","0"
"2015","Alberta [48]","2021A000248","Total police-reported hate crime","Number","223","units","0","v1579318796","7.1","193","","","","0"
"2016","Alberta [48]","2021A000248","Total police-reported hate crime","Number","223","units","0","v1579318796","7.1","139","","","","0"
"2017","Alberta [48]","2021A000248","Total police-reported hate crime","Number","223","units","0","v1579318796","7.1","192","","","","0"
"2018","Alberta [48]","2021A000248","Total police-reported hate crime","Number","223","units","0","v1579318796","7.1","245","","","","0"
"2019","Alberta [48]","2021A000248","Total police-reported hate crime","Number","223","units","0","v1579318796","7.1","207","","","","0"
"2020","Alberta [48]","2021A000248","Total police-reported hate crime","Number","223","units","0","v1579318796","7.1","294","","","","0"
"2021","Alberta [48]","2021A000248","Total police-reported hate crime","Number","223","units","0","v1579318796","7.1","339","","","","0"
"2022","Alberta [48]","2021A000248","Total police-reported hate crime","Number","223","units","0","v1579318796","7.1","319","","","","0"
"2023","Alberta [48]","2021A000248","Total police-reported hate crime","Number","223","units","0","v1579318796","7.1","370","","","","0"
"2024","Alberta [48]","2021A000248","Total police-reported hate crime","Number","223","units","0","v1579318796","7.1","398","","","","0"
"2014","Alberta [48]","2021A000248","Race or ethnicity","Number","223","units","0","v1579318797","7.2","86","","","","0"
"2015","Alberta [48]","2021A000248","Race or ethnicity","Number","223","units","0","v1579318797","7.2","108","","","","0"
"2016","Alberta [48]","2021A000248","Race or ethnicity","Number","223","units","0","v1579318797","7.2","92","","","","0"
"2017","Alberta [48]","2021A000248","Race or ethnicity","Number","223","units","0","v1579318797","7.2","124","","","","0"
"2018","Alberta [48]","2021A000248","Race or ethnicity","Number","223","units","0","v1579318797","7.2","119","","","","0"
"2019","Alberta [48]","2021A000248","Race or ethnicity","Number","223","units","0","v1579318797","7.2","106","","","","0"
"2020","Alberta [48]","2021A000248","Race or ethnicity","Number","223","units","0","v1579318797","7.2","213","","","","0"
"2021","Alberta [48]","2021A000248","Race or ethnicity","Number","223","units","0","v1579318797","7.2","188","","","","0"
"2022","Alberta [48]","2021A000248","Race or ethnicity","Number","223","units","0","v1579318797","7.2","206","","","","0"
"2023","Alberta [48]","2021A000248","Race or ethnicity","Number","223","units","0","v1579318797","7.2","173","","","","0"
"2024","Alberta [48]","2021A000248","Race or ethnicity","Number","223","units","0","v1579318797","7.2","181","","","","0"
"2014","Alberta [48]","2021A000248","Religion","Number","223","units","0","v1579318807","7.12","30","","","","0"
"2015","Alberta [48]","2021A000248","Religion","Number","223","units","0","v1579318807","7.12","56","","","","0"
"2016","Alberta [48]","2021A000248","Religion","Number","223","units","0","v1579318807","7.12","25","","","","0"
"2017","Alberta [48]","2021A000248","Religion","Number","223","units","0","v1579318807","7.12","48","","","","0"
"2018","Alberta [48]","2021A000248","Religion","Number","223","units","0","v1579318807","7.12","86","","","","0"
"2019","Alberta [48]","2021A000248","Religion","Number","223","units","0","v1579318807","7.12","53","","","","0"
"2020","Alberta [48]","2021A000248","Religion","Number","223","units","0","v1579318807","7.12","30","","","","0"
"2021","Alberta [48]","2021A000248","Religion","Number","223","units","0","v1579318807","7.12","92","","","","0"
"2022","Alberta [48]","2021A000248","Religion","Number","223","units","0","v1579318807","7.12","55","","","","0"
"2023","Alberta [48]","2021A000248","Religion","Number","223","units","0","v1579318807","7.12","97","","","","0"
"2024","Alberta [48]","2021A000248","Religion","Number","223","units","0","v1579318807","7.12","74","","","","0"
"2014","Alberta [48]","2021A000248","Sexual orientation","Number","223","units","0","v1579318813","7.18","20","","","","0"
"2015","Alberta [48]","2021A000248","Sexual orientation","Number","223","units","0","v1579318813","7.18","19","","","","0"
"2016","Alberta [48]","2021A000248","Sexual orientation","Number","223","units","0","v1579318813","7.18","19","","","","0"
"2017","Alberta [48]","2021A000248","Sexual orientation","Number","223","units","0","v1579318813","7.18","16","","","","0"
"2018","Alberta [48]","2021A000248","Sexual orientation","Number","223","units","0","v1579318813","7.18","21","","","","0"
"2019","Alberta [48]","2021A000248","Sexual orientation","Number","223","units","0","v1579318813","7.18","36","","","","0"
"2020","Alberta [48]","2021A000248","Sexual orientation","Number","223","units","0","v1579318813","7.18","39","","","","0"
"2021","Alberta [48]","2021A000248","Sexual orientation","Number","223","units","0","v1579318813","7.18","43","","","","0"
"2022","Alberta [48]","2021A000248","Sexual orientation","Number","223","units","0","v1579318813","7.18","39","","","","0"
"2023","Alberta [48]","2021A000248","Sexual orientation","Number","223","units","0","v1579318813","7.18","86","","","","0"
"2024","Alberta [48]","2021A000248","Sexual orientation","Number","223","units","0","v1579318813","7.18","60","","","","0"
"2014","Alberta [48]","2021A000248","Language","Number","223","units","0","v1579318819","7.24","","x","","","0"
"2015","Alberta [48]","2021A000248","Language","Number","223","units","0","v1579318819","7.24","","x","","","0"
"2016","Alberta [48]","2021A000248","Language","Number","223","units","0","v1579318819","7.24","","x","","","0"
"2017","Alberta [48]","2021A000248","Language","Number","223","units","0","v1579318819","7.24","","x","","","0"
"2018","Alberta [48]","2021A000248","Language","Number","223","units","0","v1579318819","7.24","","x","","","0"
"2019","Alberta [48]","2021A000248","Language","Number","223","units","0","v1579318819","7.24","","x","","","0"
"2020","Alberta [48]","2021A000248","Language","Number","223","units","0","v1579318819","7.24","","x","","","0"
"2021","Alberta [48]","2021A000248","Language","Number","223","units","0","v1579318819","7.24","","x","","","0"
