"REF_DATE","GEO","DGUID","Release","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012-08-04","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1119","","","","0"
"2012-08-11","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1102","","","","0"
"2012-08-18","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1070","","","","0"
"2012-08-25","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1105","","","","0"
"2012-09-01","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1032","","","","0"
"2012-09-08","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1094","","","","0"
"2012-09-15","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1067","","","","0"
"2012-09-22","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1117","","","","0"
"2012-09-29","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1072","","","","0"
"2012-10-06","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1053","","","","0"
"2012-10-13","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1130","","","","0"
"2012-10-20","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1178","","","","0"
"2012-10-27","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1128","","","","0"
"2012-11-03","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1149","","","","0"
"2012-11-10","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1144","","","","0"
"2012-11-17","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1118","","","","0"
"2012-11-24","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1116","","","","0"
"2012-12-01","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1152","","","","0"
"2012-12-08","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1225","","","","0"
"2012-12-15","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1217","","","","0"
"2012-12-22","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1415","","","","0"
"2012-12-29","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1516","","","","0"
"2013-01-05","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1637","","","","0"
"2013-01-12","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1596","","","","0"
"2013-01-19","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1561","","","","0"
"2013-01-26","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1375","","","","0"
"2013-02-02","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1414","","","","0"
"2013-02-09","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1263","","","","0"
"2013-02-16","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1330","","","","0"
"2013-02-23","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1294","","","","0"
"2013-03-02","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1277","","","","0"
"2013-03-09","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1182","","","","0"
"2013-03-16","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1192","","","","0"
"2013-03-23","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1254","","","","0"
"2013-03-30","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1156","","","","0"
"2013-04-06","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1178","","","","0"
"2013-04-13","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1178","","","","0"
"2013-04-20","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1230","","","","0"
"2013-04-27","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1099","","","","0"
"2013-05-04","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1141","","","","0"
"2013-05-11","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1209","","","","0"
"2013-05-18","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1110","","","","0"
"2013-05-25","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1055","","","","0"
"2013-06-01","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1150","","","","0"
"2013-06-08","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1042","","","","0"
"2013-06-15","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1085","","","","0"
"2013-06-22","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1042","","","","0"
"2013-06-29","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1037","","","","0"
"2013-07-06","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1131","","","","0"
"2013-07-13","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1103","","","","0"
"2013-07-20","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1124","","","","0"
"2013-07-27","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1022","","","","0"
"2013-08-03","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1071","","","","0"
"2013-08-10","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1032","","","","0"
"2013-08-17","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1092","","","","0"
"2013-08-24","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1020","","","","0"
"2013-08-31","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1050","","","","0"
"2013-09-07","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1102","","","","0"
"2013-09-14","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1092","","","","0"
"2013-09-21","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1088","","","","0"
"2013-09-28","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1098","","","","0"
"2013-10-05","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1155","","","","0"
"2013-10-12","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1056","","","","0"
"2013-10-19","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1030","","","","0"
"2013-10-26","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1120","","","","0"
"2013-11-02","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1137","","","","0"
"2013-11-09","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1128","","","","0"
"2013-11-16","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1142","","","","0"
"2013-11-23","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1150","","","","0"
"2013-11-30","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1153","","","","0"
"2013-12-07","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1169","","","","0"
"2013-12-14","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1179","","","","0"
"2013-12-21","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1222","","","","0"
"2013-12-28","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1296","","","","0"
"2014-01-04","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1345","","","","0"
"2014-01-11","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1361","","","","0"
"2014-01-18","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1337","","","","0"
"2014-01-25","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1293","","","","0"
"2014-02-01","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1298","","","","0"
"2014-02-08","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1272","","","","0"
"2014-02-15","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1269","","","","0"
"2014-02-22","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1327","","","","0"
"2014-03-01","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1264","","","","0"
"2014-03-08","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1270","","","","0"
"2014-03-15","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1223","","","","0"
"2014-03-22","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1279","","","","0"
"2014-03-29","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1280","","","","0"
"2014-04-05","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1257","","","","0"
"2014-04-12","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1222","","","","0"
"2014-04-19","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1170","","","","0"
"2014-04-26","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1171","","","","0"
"2014-05-03","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1227","","","","0"
"2014-05-10","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1200","","","","0"
"2014-05-17","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1149","","","","0"
"2014-05-24","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1089","","","","0"
"2014-05-31","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1114","","","","0"
"2014-06-07","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1102","","","","0"
"2014-06-14","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1123","","","","0"
"2014-06-21","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1068","","","","0"
"2014-06-28","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1153","","","","0"
"2014-07-05","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1193","","","","0"
"2014-07-12","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1121","","","","0"
"2014-07-19","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1062","","","","0"
"2014-07-26","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1153","","","","0"
"2014-08-02","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1069","","","","0"
"2014-08-09","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1102","","","","0"
"2014-08-16","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1060","","","","0"
"2014-08-23","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1076","","","","0"
"2014-08-30","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1084","","","","0"
"2014-09-06","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1089","","","","0"
"2014-09-13","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1001","","","","0"
"2014-09-20","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1132","","","","0"
"2014-09-27","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1177","","","","0"
"2014-10-04","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1190","","","","0"
"2014-10-11","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1156","","","","0"
"2014-10-18","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1232","","","","0"
"2014-10-25","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1180","","","","0"
"2014-11-01","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1181","","","","0"
"2014-11-08","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1232","","","","0"
"2014-11-15","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1169","","","","0"
"2014-11-22","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1240","","","","0"
"2014-11-29","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1276","","","","0"
"2014-12-06","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1308","","","","0"
"2014-12-13","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1318","","","","0"
"2014-12-20","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1448","","","","0"
"2014-12-27","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1550","","","","0"
"2015-01-03","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1744","","","","0"
"2015-01-10","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1646","","","","0"
"2015-01-17","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1559","","","","0"
"2015-01-24","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1548","","","","0"
"2015-01-31","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1390","","","","0"
"2015-02-07","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1418","","","","0"
"2015-02-14","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1416","","","","0"
"2015-02-21","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1383","","","","0"
"2015-02-28","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1366","","","","0"
"2015-03-07","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1411","","","","0"
"2015-03-14","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1368","","","","0"
"2015-03-21","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1373","","","","0"
"2015-03-28","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1325","","","","0"
"2015-04-04","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1356","","","","0"
"2015-04-11","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1200","","","","0"
"2015-04-18","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1351","","","","0"
"2015-04-25","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1276","","","","0"
"2015-05-02","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1194","","","","0"
"2015-05-09","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1210","","","","0"
"2015-05-16","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1165","","","","0"
"2015-05-23","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1167","","","","0"
"2015-05-30","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1141","","","","0"
"2015-06-06","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1073","","","","0"
"2015-06-13","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1111","","","","0"
"2015-06-20","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1096","","","","0"
"2015-06-27","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1042","","","","0"
"2015-07-04","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1042","","","","0"
"2015-07-11","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1115","","","","0"
"2015-07-18","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1044","","","","0"
"2015-07-25","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1073","","","","0"
"2015-08-01","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1109","","","","0"
"2015-08-08","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1000","","","","0"
"2015-08-15","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1041","","","","0"
"2015-08-22","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1095","","","","0"
"2015-08-29","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1078","","","","0"
"2015-09-05","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1071","","","","0"
"2015-09-12","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1079","","","","0"
"2015-09-19","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1157","","","","0"
"2015-09-26","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1096","","","","0"
"2015-10-03","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1165","","","","0"
"2015-10-10","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1193","","","","0"
"2015-10-17","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1247","","","","0"
"2015-10-24","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1200","","","","0"
"2015-10-31","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1201","","","","0"
"2015-11-07","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1199","","","","0"
"2015-11-14","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1223","","","","0"
"2015-11-21","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1218","","","","0"
"2015-11-28","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1184","","","","0"
"2015-12-05","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1221","","","","0"
"2015-12-12","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1313","","","","0"
"2015-12-19","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1248","","","","0"
"2015-12-26","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1172","","","","0"
"2016-01-02","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1261","","","","0"
"2016-01-09","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1231","","","","0"
"2016-01-16","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1291","","","","0"
"2016-01-23","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1249","","","","0"
"2016-01-30","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1327","","","","0"
"2016-02-06","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1293","","","","0"
"2016-02-13","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1299","","","","0"
"2016-02-20","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1304","","","","0"
"2016-02-27","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1364","","","","0"
"2016-03-05","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1412","","","","0"
"2016-03-12","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1335","","","","0"
"2016-03-19","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1308","","","","0"
"2016-03-26","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1301","","","","0"
"2016-04-02","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1300","","","","0"
"2016-04-09","Quebec, place of occurrence","2016A000224","May 11th, 2023","Number of deaths","Number","223","units","0","v1545660938","6.36.1","1261","","","","0"
