"REF_DATE","GEO","DGUID","Age at time of death","Sex","Leading causes of death (ICD-10)","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Number of deaths","Number","223","units","0","v41341100","1.1.1.30.2","11876","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Number of deaths","Number","223","units","0","v41341100","1.1.1.30.2","12573","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Number of deaths","Number","223","units","0","v41341100","1.1.1.30.2","12293","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Number of deaths","Number","223","units","0","v41341100","1.1.1.30.2","12890","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Number of deaths","Number","223","units","0","v41341100","1.1.1.30.2","13070","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Number of deaths","Number","223","units","0","v41341100","1.1.1.30.2","12902","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Number of deaths","Number","223","units","0","v41341100","1.1.1.30.2","11844","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Number of deaths","Number","223","units","0","v41341100","1.1.1.30.2","11018","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Number of deaths","Number","223","units","0","v41341100","1.1.1.30.2","12462","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Number of deaths","Number","223","units","0","v41341100","1.1.1.30.2","12994","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","31.9","","","","1"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","31.4","","","","1"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","31.5","","","","1"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","32.1","","","","1"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","31.4","","","","1"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","32.6","","","","1"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","30.0","","","","1"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","32.4","","","","1"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","32.8","","","","1"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","32.2","","","","1"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","31.5","","","","1"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","32.6","","","","1"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","32.0","","","","1"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","34.1","","","","1"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","33.4","","","","1"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","35.1","","","","1"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","33.9","","","","1"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","35.3","","","","1"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","35.3","","","","1"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","34.3","","","","1"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","31.2","","","","1"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","28.8","","","","1"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","32.0","","","","1"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Chronic lower respiratory diseases [J40-J47]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347460","1.1.1.30.4","32.4","","","","1"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","33","","","","0"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","32","","","","0"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","34","","","","0"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","32","","","","0"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","31","","","","0"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","32","","","","0"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","32","","","","0"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","33","","","","0"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","32","","","","0"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","31","","","","0"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","32","","","","0"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","32","","","","0"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","32","","","","0"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","30","","","","0"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","32","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","33","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","32","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","32","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","32","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","31","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","33","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","33","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","34","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Rank of leading causes of death","Number","223","units","0","v41341101","1.1.1.31.1","33","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","60","","","","0"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","61","","","","0"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","53","","","","0"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","71","","","","0"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","78","","","","0"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","74","","","","0"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","80","","","","0"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","85","","","","0"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","90","","","","0"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","84","","","","0"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","90","","","","0"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","103","","","","0"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","108","","","","0"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","119","","","","0"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","108","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","105","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","105","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","102","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","114","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","110","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","119","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","127","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","109","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Number of deaths","Number","223","units","0","v41341102","1.1.1.31.2","118","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.2","","","","1"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.2","","","","1"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.2","","","","1"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.2","","","","1"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.2","","","","1"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.2","","","","1"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.2","","","","1"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.2","","","","1"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumoconioses and chemical effects [J60-J66, J68]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347462","1.1.1.31.4","0.3","","","","1"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","20","","","","0"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","20","","","","0"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","19","","","","0"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","18","","","","0"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","18","","","","0"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","17","","","","0"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","15","","","","0"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","15","","","","0"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","15","","","","0"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","14","","","","0"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","14","","","","0"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","14","","","","0"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","14","","","","0"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","17","","","","0"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","17","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","17","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","16","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","15","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","15","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","17","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","17","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","16","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","15","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Rank of leading causes of death","Number","223","units","0","v41341103","1.1.1.32.1","15","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","711","","","","0"
