"REF_DATE","GEO","DGUID","Month of death","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1997","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4142","","","","0"
"1998","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4180","","","","0"
"1999","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4182","","","","0"
"2000","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4111","","","","0"
"2001","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4474","","","","0"
"2002","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4481","","","","0"
"2003","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4362","","","","0"
"2004","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4008","","","","0"
"2005","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4301","","","","0"
"2006","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4399","","","","0"
"2007","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4407","","","","0"
"2008","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4413","","","","0"
"2009","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4633","","","","0"
"2010","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4604","","","","0"
"2011","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4618","","","","0"
"2012","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4798","","","","0"
"2013","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4647","","","","0"
"2014","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4771","","","","0"
"2015","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4703","","","","0"
"2016","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4979","","","","0"
"2017","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4945","","","","0"
"2018","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","5222","","","","0"
"2019","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","5036","","","","0"
"2020","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","5317","","","","0"
"2021","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","5507","","","","0"
"2022","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","6143","","","","0"
"2023","Quebec, place of residence","2016A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","6116","","","","0"
"1991","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","3654","","","","0"
"1992","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","3794","","","","0"
"1993","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","3858","","","","0"
"1994","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4011","","","","0"
"1995","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","3981","","","","0"
"1996","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","3996","","","","0"
"1997","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","3945","","","","0"
"1998","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","3946","","","","0"
"1999","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","3900","","","","0"
"2000","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4074","","","","0"
"2001","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","3988","","","","0"
"2002","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","3996","","","","0"
"2003","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4220","","","","0"
"2004","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4094","","","","0"
"2005","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","3972","","","","0"
"2006","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4227","","","","0"
"2007","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4229","","","","0"
"2008","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4444","","","","0"
"2009","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4355","","","","0"
"2010","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4581","","","","0"
"2011","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4536","","","","0"
"2012","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4624","","","","0"
"2013","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4720","","","","0"
"2014","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4806","","","","0"
"2015","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4756","","","","0"
"2016","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4757","","","","0"
"2017","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","5032","","","","0"
"2018","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","5175","","","","0"
"2019","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","5164","","","","0"
"2020","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","5410","","","","0"
"2021","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","5513","","","","0"
"2022","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","6049","","","","0"
"2023","Quebec, place of residence","2016A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","6029","","","","0"
"1991","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4102","","","","0"
"1992","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4175","","","","0"
"1993","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4247","","","","0"
"1994","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4118","","","","0"
"1995","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4313","","","","0"
"1996","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4252","","","","0"
"1997","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4340","","","","0"
"1998","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4276","","","","0"
"1999","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4349","","","","0"
"2000","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4489","","","","0"
"2001","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4403","","","","0"
"2002","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4311","","","","0"
"2003","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4693","","","","0"
"2004","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4512","","","","0"
"2005","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4461","","","","0"
"2006","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4636","","","","0"
"2007","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4521","","","","0"
"2008","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4815","","","","0"
"2009","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4944","","","","0"
"2010","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","5141","","","","0"
"2011","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4858","","","","0"
"2012","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","5007","","","","0"
"2013","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4850","","","","0"
"2014","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","5237","","","","0"
"2015","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","5354","","","","0"
"2016","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","5380","","","","0"
"2017","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","5318","","","","0"
"2018","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","5748","","","","0"
"2019","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","5754","","","","0"
"2020","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","6001","","","","0"
"2021","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","5955","","","","0"
"2022","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","6787","","","","0"
"2023","Quebec, place of residence","2016A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","6763","","","","0"
"1991","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","3985","","","","0"
"1992","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","3995","","","","0"
"1993","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4082","","","","0"
"1994","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4212","","","","0"
"1995","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4268","","","","0"
"1996","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4425","","","","0"
"1997","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4334","","","","0"
"1998","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4290","","","","0"
"1999","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4362","","","","0"
"2000","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4286","","","","0"
"2001","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4296","","","","0"
"2002","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4528","","","","0"
"2003","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4460","","","","0"
"2004","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4472","","","","0"
"2005","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4341","","","","0"
"2006","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4525","","","","0"
"2007","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4521","","","","0"
"2008","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4713","","","","0"
"2009","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4981","","","","0"
"2010","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4739","","","","0"
"2011","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4760","","","","0"
"2012","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4840","","","","0"
"2013","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4930","","","","0"
"2014","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","5285","","","","0"
"2015","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","5181","","","","0"
"2016","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","5276","","","","0"
"2017","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","5533","","","","0"
"2018","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","5542","","","","0"
"2019","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","5612","","","","0"
"2020","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","6265","","","","0"
"2021","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","6041","","","","0"
"2022","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","6829","","","","0"
"2023","Quebec, place of residence","2016A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","6904","","","","0"
"1991","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4881","","","","0"
"1992","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4210","","","","0"
"1993","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4659","","","","0"
"1994","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4378","","","","0"
"1995","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4599","","","","0"
"1996","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4596","","","","0"
"1997","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4823","","","","0"
"1998","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4708","","","","0"
"1999","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4778","","","","0"
"2000","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4732","","","","0"
"2001","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4689","","","","0"
"2002","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4800","","","","0"
"2003","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4881","","","","0"
"2004","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4907","","","","0"
"2005","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4729","","","","0"
"2006","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4857","","","","0"
"2007","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","5088","","","","0"
"2008","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","5144","","","","0"
"2009","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","5147","","","","0"
"2010","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","5364","","","","0"
"2011","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","5272","","","","0"
"2012","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","6022","","","","0"
"2013","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","5447","","","","0"
"2014","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","6430","","","","0"
"2015","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","5520","","","","0"
"2016","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","5647","","","","0"
"2017","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","6188","","","","0"
"2018","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","5944","","","","0"
"2019","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","6079","","","","0"
"2020","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","6837","","","","0"
"2021","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","6476","","","","0"
"2022","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","7764","","","","0"
"2023","Quebec, place of residence","2016A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","7390","","","","0"
"1991","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","72917","","","","0"
"1992","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","73206","","","","0"
"1993","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","75853","","","","0"
"1994","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","77487","","","","0"
"1995","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","78479","","","","0"
"1996","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","79099","","","","0"
"1997","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","79541","","","","0"
"1998","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","80184","","","","0"
"1999","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","81393","","","","0"
"2000","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","81290","","","","0"
"2001","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","81214","","","","0"
"2002","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","82234","","","","0"
"2003","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","84207","","","","0"
"2004","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","83142","","","","0"
"2005","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","85591","","","","0"
"2006","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","84524","","","","0"
"2007","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","87340","","","","0"
"2008","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","88041","","","","0"
"2009","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","88468","","","","0"
"2010","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","89282","","","","0"
"2011","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","89976","","","","0"
"2012","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","90740","","","","0"
"2013","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","93343","","","","0"
"2014","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","95939","","","","0"
"2015","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","97322","","","","0"
"2016","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","99419","","","","0"
"2017","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","103742","","","","0"
"2018","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","107275","","","","0"
"2019","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","107542","","","","0"
"2020","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","115930","","","","0"
"2021","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","117456","","","","0"
"2022","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","124757","","","","0"
"2023","Ontario, place of residence","2016A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","120837","","","","0"
"1991","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","6542","","","","0"
"1992","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","6737","","","","0"
"1993","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","6631","","","","0"
"1994","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","8090","","","","0"
"1995","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","6955","","","","0"
"1996","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","7162","","","","0"
"1997","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","8064","","","","0"
"1998","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","7249","","","","0"
"1999","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","7799","","","","0"
"2000","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","8543","","","","0"
"2001","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","7430","","","","0"
"2002","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","7302","","","","0"
"2003","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","7846","","","","0"
"2004","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","8063","","","","0"
"2005","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","7914","","","","0"
"2006","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","7427","","","","0"
"2007","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","8214","","","","0"
"2008","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","7789","","","","0"
"2009","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","8379","","","","0"
"2010","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","8041","","","","0"
"2011","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","8596","","","","0"
"2012","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","8111","","","","0"
"2013","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","9391","","","","0"
"2014","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","8921","","","","0"
"2015","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","9806","","","","0"
"2016","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","8743","","","","0"
"2017","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","10029","","","","0"
"2018","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","10834","","","","0"
