"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040456","1.4.4.2.1","393.0","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040456","1.4.4.2.1","347.2","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040456","1.4.4.2.1","389.8","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040456","1.4.4.2.1","437.7","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 years and over","Persons","249","thousands","3","v53040456","1.4.4.2.1","432.6","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","18.9","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","26.2","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","18.4","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","17.0","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","14.4","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","17.1","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","17.3","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","17.8","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","18.6","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","21.6","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","26.3","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","23.4","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","23.0","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","21.8","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","18.0","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","28.4","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","33.5","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","15 to 24 years","Persons","249","thousands","3","v53040457","1.4.4.2.2","24.7","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","229.9","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","216.5","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","234.7","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","230.1","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","232.3","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","233.1","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","232.9","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","253.6","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","248.0","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","277.3","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","285.8","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","296.4","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","329.6","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","342.0","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","306.8","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","332.1","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","372.8","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","25 to 54 years","Persons","249","thousands","3","v53040458","1.4.4.2.3","379.5","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","17.1","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","17.9","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","19.9","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","15.7","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","17.1","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","22.0","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","24.1","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","22.7","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","21.6","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","30.5","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","27.3","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","23.4","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","29.9","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","29.2","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","22.4","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","29.2","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","31.4","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Males","55 years and over","Persons","249","thousands","3","v53040459","1.4.4.2.4","28.4","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","190.4","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","198.6","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","190.8","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","188.0","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","198.7","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","202.6","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","226.4","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","218.0","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","234.4","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","227.0","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","246.0","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","241.2","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","278.8","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","295.6","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","259.8","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","302.5","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","332.6","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 years and over","Persons","249","thousands","3","v53040460","1.4.4.3.1","334.5","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","17.5","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","14.9","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","14.7","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","12.5","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","11.4","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","14.1","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","17.9","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","14.9","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","12.7","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","12.5","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","18.6","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","13.3","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","16.8","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","19.4","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","15.0","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","18.9","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","22.0","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","15 to 24 years","Persons","249","thousands","3","v53040461","1.4.4.3.2","21.4","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","164.5","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","175.7","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","166.8","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","166.5","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","177.9","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","178.3","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","195.2","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","191.5","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","209.2","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","198.9","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","214.3","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","212.2","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","246.1","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","256.7","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","231.2","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","270.1","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","294.8","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","25 to 54 years","Persons","249","thousands","3","v53040462","1.4.4.3.3","296.9","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","8.4","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","8.0","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","9.4","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","9.0","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","9.4","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","10.2","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","13.4","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","11.7","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","12.5","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","15.5","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","13.1","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","15.7","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","16.0","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","19.6","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","13.6","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","13.6","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","15.8","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Full-time employment","Females","55 years and over","Persons","249","thousands","3","v53040463","1.4.4.3.4","16.2","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","81.8","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","92.9","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","91.0","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","101.0","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","109.0","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","105.2","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","113.4","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","118.2","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","123.9","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","136.2","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","142.6","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","133.4","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","145.6","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","149.6","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","136.3","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","158.0","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","157.2","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 years and over","Persons","249","thousands","3","v53040464","1.4.5.1.1","136.8","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","34.9","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","37.9","","","","1"
