"marker","lg","cM"
"Lcu.2RBY.Chr3p403714935","LG3",1164.45
"Lcu.2RBY.Chr3p405393103","LG3",1165.48
"Lcu.2RBY.Chr3p403828628","LG3",1166.48
"Lcu.2RBY.Chr3p403829246","LG3",1167.97
"Lcu.2RBY.Chr3p404005970","LG3",1170.63
"Lcu.2RBY.Chr3p406881981","LG3",1173.86
"Lcu.2RBY.Chr3p406783793","LG3",1175.35
"Lcu.2RBY.Chr3p410543436","LG3",1176.33
"Lcu.2RBY.Chr3p409177326","LG3",1177.32
"Lcu.2RBY.Chr3p411004910","LG3",1177.8
"Lcu.2RBY.Chr3p408057222","LG3",1179.29
"Lcu.2RBY.Chr3p408696166","LG3",1180.27
"Lcu.2RBY.Chr3p408417249","LG3",1181.21
"Lcu.2RBY.Chr3p408417760","LG3",1181.67
"Lcu.2RBY.Chr3p406882479","LG3",1182.61
"Lcu.2RBY.Chr3p404004490","LG3",1184.11
"Lcu.2RBY.Chr3p402820425","LG3",1185.61
"Lcu.2RBY.Chr3p406570205","LG3",1187.11
"Lcu.2RBY.Chr3p395705484","LG3",1195.33
"Lcu.2RBY.Chr3p417252706","LG3",1206.21
"Lcu.2RBY.Chr3p416367198","LG3",1207.21
"Lcu.2RBY.Chr3p416367067","LG3",1208.19
"Lcu.2RBY.Chr3p416368307","LG3",1208.68
"Lcu.2RBY.Chr3p416368208","LG3",1209.17
"Lcu.2RBY.Chr3p416302410","LG3",1210.12
"Lcu.2RBY.Chr3p416302921","LG3",1211.59
"Lcu.2RBY.Chr3p415332804","LG3",1213.06
"Lcu.2RBY.Chr3p413249192","LG3",1214.03
"Lcu.2RBY.Chr3p413044997","LG3",1214.99
"Lcu.2RBY.Chr3p413230288","LG3",1215.47
"Lcu.2RBY.Chr3p413800353","LG3",1215.96
"Lcu.2RBY.Chr3p413439170","LG3",1216.96
"Lcu.2RBY.Chr3p414197073","LG3",1217.44
"Lcu.2RBY.Chr3p416260203","LG3",1218.42
"Lcu.2RBY.Chr3p414032329","LG3",1219.41
"Lcu.2RBY.Chr3p416302502","LG3",1220.89
"Lcu.2RBY.Chr3p415034815","LG3",1221.84
"Lcu.2RBY.Chr3p415983211","LG3",1223.33
"Lcu.2RBY.Chr3p415968566","LG3",1224.32
"Lcu.2RBY.Chr3p415401728","LG3",1224.8
"Lcu.2RBY.Chr3p415071436","LG3",1225.81
"Lcu.2RBY.Chr3p415071380","LG3",1226.84
"Lcu.2RBY.Chr3p416333716","LG3",1228.34
"Lcu.2RBY.Chr3p416301908","LG3",1229.36
"Lcu.2RBY.Chr3p413037515","LG3",1230.39
"Lcu.2RBY.Chr3p417452139","LG3",1230.89
"Lcu.2RBY.Chr3p417343636","LG3",1231.85
"Lcu.2RBY.Chr3p417523374","LG3",1232.32
"Lcu.2RBY.Chr3p417348499","LG3",1233.76
"Lcu.2RBY.Chr3p418454164","LG3",1234.71
"Lcu.2RBY.Chr3p418339838","LG3",1236.24
"Lcu.2RBY.Chr3p418363155","LG3",1237.24
"Lcu.2RBY.Chr3p418366103","LG3",1238.21
"Lcu.2RBY.Chr3p418440256","LG3",1239.69
"Lcu.2RBY.Chr3p418437607","LG3",1242.24
"Lcu.2RBY.Chr3p418409892","LG3",1247.58
"Lcu.2RBY.Chr3p418363700","LG3",1254.52
"Lcu.2RBY.Chr3p418363815","LG3",1260.1
"Lcu.2RBY.Chr3p418437386","LG3",1262.71
"Lcu.2RBY.Chr3p417434106","LG3",1267.32
"Lcu.2RBY.Chr3p418744437","LG3",1271.88
"Lcu.2RBY.Chr3p418436678","LG3",1273.36
"Lcu.2RBY.Chr3p418557706","LG3",1274.33
"Lcu.2RBY.Chr3p418364450","LG3",1275.81
"Lcu.2RBY.Chr3p418364564","LG3",1276.3
"Lcu.2RBY.Chr3p419558732","LG3",1278.3
"Lcu.2RBY.Chr3p419414733","LG3",1279.77
"Lcu.2RBY.Chr3p419417892","LG3",1280.76
"Lcu.2RBY.Chr3p419645554","LG3",1281.24
"Lcu.2RBY.Chr3p419422160","LG3",1281.73
"Lcu.2RBY.Chr3p420014324","LG3",1286.54
"Lcu.2RBY.Chr3p420023090","LG3",1287.01
"Lcu.2RBY.Chr3p420023124","LG3",1287.48
"Lcu.2RBY.Chr3p420190343","LG3",1288.45
"Lcu.2RBY.Chr3p421090453","LG3",1288.92
"Lcu.2RBY.Chr3p420946136","LG3",1290.88
"Lcu.2RBY.Chr3p420948480","LG3",1291.37
"Lcu.2RBY.Chr3p421460037","LG3",1292.41
"Lcu.2RBY.Chr3p421688530","LG3",1292.9
"Lcu.2RBY.Chr3p421681627","LG3",1294.33
"Lcu.2RBY.Chr3p422695151","LG3",1295.83
"Lcu.2RBY.Chr3p422695187","LG3",1297.32
"Lcu.2RBY.Chr3p422316474","LG3",1298.76
"Lcu.2RBY.Chr3p422289365","LG3",1300.19
"Lcu.2RBY.Chr3p422315890","LG3",1300.66
"Lcu.2RBY.Chr3p422288789","LG3",1302.6
"Lcu.2RBY.Chr3p422288730","LG3",1304.04
"Lcu.2RBY.Chr3p422486301","LG3",1305.47
"Lcu.2RBY.Chr3p422464723","LG3",1305.93
"Lcu.2RBY.Chr3p422316392","LG3",1306.4
"Lcu.2RBY.Chr3p421823768","LG3",1307.36
"Lcu.2RBY.Chr3p422760664","LG3",1307.84
"Lcu.2RBY.Chr3p424104715","LG3",1309.31
"Lcu.2RBY.Chr3p424250301","LG3",1311.27
"Lcu.2RBY.Chr3p424259358","LG3",1312.23
"Lcu.2RBY.Chr3p424259318","LG3",1313.18
"Lcu.2RBY.Chr3p424366540","LG3",1313.65
"Lcu.2RBY.Chr3p424808221","LG3",1314.59
"Lcu.2RBY.Chr3p424875096","LG3",1315.06
"Lcu.2RBY.Chr3p424390742","LG3",1316.05
"Lcu.2RBY.Chr3p425269256","LG3",1317.09
"Lcu.2RBY.Chr3p424366669","LG3",1318.1
"Lcu.2RBY.Chr3p424380171","LG3",1319.65
"Lcu.2RBY.Chr3p424390713","LG3",1321.2
"Lcu.2RBY.Chr3p424392052","LG3",1323.3
"Lcu.2RBY.Chr3p428069972","LG3",1328.1
"Lcu.2RBY.Chr3p428070082","LG3",1328.57
"Lcu.2RBY.Chr3p429593399","LG3",1329.98
"Lcu.2RBY.Chr3p429478958","LG3",1330.91
"Lcu.2RBY.Chr3p429643453","LG3",1331.37
"Lcu.2RBY.Chr3p429643493","LG3",1331.83
"Lcu.2RBY.Chr3p429643451","LG3",1332.75
"Lcu.2RBY.Chr3p429837382","LG3",1333.68
"Lcu.2RBY.Chr3p429544691","LG3",1334.6
"Lcu.2RBY.Chr3p428287380","LG3",1336.51
"Lcu.2RBY.Chr3p428499741","LG3",1337.94
"Lcu.2RBY.Chr3p428522956","LG3",1338.41
"Lcu.2RBY.Chr3p428068718","LG3",1338.88
"Lcu.2RBY.Chr3p429050176","LG3",1340.84
"Lcu.2RBY.Chr3p427339457","LG3",1343.79
"Lcu.2RBY.Chr3p427339700","LG3",1344.26
"Lcu.2RBY.Chr3p427046293","LG3",1346.2
"Lcu.2RBY.Chr3p427053932","LG3",1347.67
"Lcu.2RBY.Chr3p427308661","LG3",1348.64
"Lcu.2RBY.Chr3p425334508","LG3",1351.17
"Lcu.2RBY.Chr3p425371902","LG3",1352.16
"Lcu.2RBY.Chr3p425334928","LG3",1352.63
"Lcu.2RBY.Chr5p163292259","LG3",1355.54
"Lcu.2RBY.Chr2p407508617","LG4.1",0
"Lcu.2RBY.Chr4p660409","LG4.1",4.41
"Lcu.2RBY.Chr4p646941","LG4.1",4.9
"Lcu.2RBY.Chr4p646963","LG4.1",5.83
"Lcu.2RBY.Chr4p646998","LG4.1",6.3
"Lcu.2RBY.Chr4p1157449","LG4.1",7.39
"Lcu.2RBY.Chr4p855553","LG4.1",7.92
"Lcu.2RBY.Chr4p896871","LG4.1",8.45
"Lcu.2RBY.Chr4p2478344","LG4.1",12.73
"Lcu.2RBY.Chr4p2718303","LG4.1",13.28
"Lcu.2RBY.Chr4p2619891","LG4.1",14.35
"Lcu.2RBY.Chr4p2672920","LG4.1",14.88
"Lcu.2RBY.Chr4p2554648","LG4.1",15.87
"Lcu.2RBY.Chr4p2873632","LG4.1",17.79
"Lcu.2RBY.Chr4p2841039","LG4.1",19.28
"Lcu.2RBY.Chr4p2893720","LG4.1",20.79
"Lcu.2RBY.Chr4p2893854","LG4.1",21.8
"Lcu.2RBY.Chr4p2950353","LG4.1",23.32
"Lcu.2RBY.Chr4p2977847","LG4.1",24.33
"Lcu.2RBY.Chr4p3111638","LG4.1",25.86
"Lcu.2RBY.Chr4p3341752","LG4.1",26.85
"Lcu.2RBY.Chr4p3304497","LG4.1",27.34
"Lcu.2RBY.Chr4p3310793","LG4.1",27.81
"Lcu.2RBY.Chr4p3304280","LG4.1",28.82
"Lcu.2RBY.Chr4p3294938","LG4.1",29.33
"Lcu.2RBY.Chr4p3294862","LG4.1",29.84
"Lcu.2RBY.Chr4p3304594","LG4.1",31.88
"Lcu.2RBY.Chr4p3589748","LG4.1",33.34
"Lcu.2RBY.Chr4p3558922","LG4.1",34.8
"Lcu.2RBY.Chr4p3590364","LG4.1",35.77
"Lcu.2RBY.Chr4p3589830","LG4.1",36.76
"Lcu.2RBY.Chr4p3589917","LG4.1",37.75
"Lcu.2RBY.Chr4p3738542","LG4.1",39.2
"Lcu.2RBY.Chr4p3608114","LG4.1",39.69
"Lcu.2RBY.Chr4p3739390","LG4.1",40.19
"Lcu.2RBY.Chr4p3758230","LG4.1",41.69
"Lcu.2RBY.Chr4p4531868","LG4.1",43.21
"Lcu.2RBY.Chr4p4532368","LG4.1",44.18
"Lcu.2RBY.Chr4p4532163","LG4.1",44.66
"Lcu.2RBY.Chr4p5137616","LG4.1",45.63
"Lcu.2RBY.Chr4p5244124","LG4.1",46.59
"Lcu.2RBY.Chr4p4890264","LG4.1",47.06
"Lcu.2RBY.Chr4p4886915","LG4.1",47.54
"Lcu.2RBY.Chr4p4820482","LG4.1",48.04
"Lcu.2RBY.Chr4p4820568","LG4.1",49.03
"Lcu.2RBY.Chr4p3919326","LG4.1",50.01
"Lcu.2RBY.Chr4p3957348","LG4.1",50.98
"Lcu.2RBY.Chr4p3957125","LG4.1",51.91
"Lcu.2RBY.Chr4p3917633","LG4.1",52.88
"Lcu.2RBY.Chr4p4017786","LG4.1",54.36
"Lcu.2RBY.Chr4p5004568","LG4.1",55.88
"Lcu.2RBY.Chr4p5243560","LG4.1",56.37
"Lcu.2RBY.Chr4p5862714","LG4.1",57.32
"Lcu.2RBY.Chr4p5863068","LG4.1",57.78
"Lcu.2RBY.Chr4p5921677","LG4.1",58.25
"Lcu.2RBY.Chr4p6407313","LG4.1",59.22
"Lcu.2RBY.Chr4p6646715","LG4.1",60.8
"Lcu.2RBY.Chr4p6644055","LG4.1",61.82
"Lcu.2RBY.Chr4p6560769","LG4.1",62.28
"Lcu.2RBY.Chr4p6250260","LG4.1",64.28
"Lcu.2RBY.Chr4p6649827","LG4.1",65.36
"Lcu.2RBY.Chr4p6686004","LG4.1",65.9
"Lcu.2RBY.Chr4p6657202","LG4.1",67.53
"Lcu.2RBY.Chr4p6677094","LG4.1",69.12
"Lcu.2RBY.Chr4p7804533","LG4.1",70.21
"Lcu.2RBY.Chr4p9293320","LG4.1",72.44
"Lcu.2RBY.Chr4p9806626","LG4.1",73.55
"Lcu.2RBY.Chr4p9304665","LG4.1",74.06
"Lcu.2RBY.Chr4p10818173","LG4.1",75.64
"Lcu.2RBY.Chr4p11266286","LG4.1",77.24
"Lcu.2RBY.Chr4p11603526","LG4.1",78.89
"Lcu.2RBY.Chr4p11050788","LG4.1",80.42
"Lcu.2RBY.Chr4p13514185","LG4.1",81.46
"Lcu.2RBY.Chr4p10694754","LG4.1",84.55
"Lcu.2RBY.Chr4p12867215","LG4.1",87.72
"Lcu.2RBY.Chr4p13515344","LG4.1",89.46
"Lcu.2RBY.Chr4p13514131","LG4.1",90.56
"Lcu.2RBY.Chr4p12370584","LG4.1",91.65
"Lcu.2RBY.Chr4p12366152","LG4.1",92.67
"Lcu.2RBY.Chr4p12639076","LG4.1",93.2
"Lcu.2RBY.Chr4p18881190","LG4.1",94.35
"Lcu.2RBY.Chr4p22557818","LG4.1",96.55
"Lcu.2RBY.Chr4p18649927","LG4.1",98.67
"Lcu.2RBY.Chr4p21965392","LG4.1",100.18
"Lcu.2RBY.Chr4p18787730","LG4.1",101.68
"Lcu.2RBY.Chr4p16376800","LG4.1",104.55
"Lcu.2RBY.Chr4p18650655","LG4.1",107.33
"Lcu.2RBY.Chr4p22875014","LG4.1",108.88
"Lcu.2RBY.Chr4p22872970","LG4.1",109.96
"Lcu.2RBY.Chr4p22703192","LG4.1",111.02
"Lcu.2RBY.Chr4p30340007","LG4.1",112.05
"Lcu.2RBY.Chr4p28992593","LG4.1",113.03
"Lcu.2RBY.Chr4p30622233","LG4.1",114.04
"Lcu.2RBY.Chr4p30631539","LG4.1",116.22
"Lcu.2RBY.Chr4p30947487","LG4.1",116.76
"Lcu.2RBY.Chr4p37934601","LG4.1",118.96
"Lcu.2RBY.Chr4p37934571","LG4.1",119.96
"Lcu.2RBY.Chr4p37934499","LG4.1",120.46
"Lcu.2RBY.Chr4p38320179","LG4.1",121.52
"Lcu.2RBY.Chr4p38242587","LG4.1",122.07
"Lcu.2RBY.Chr4p38099258","LG4.1",123.16
"Lcu.2RBY.Chr4p38481048","LG4.1",124.27
"Lcu.2RBY.Chr4p38476662","LG4.1",125.94
"Lcu.2RBY.Chr4p38328167","LG4.1",126.45
"Lcu.2RBY.Chr4p38248613","LG4.1",126.95
"Lcu.2RBY.Chr4p38100911","LG4.1",128.5
"Lcu.2RBY.Chr4p38100805","LG4.1",129.01
"Lcu.2RBY.Chr4p38100890","LG4.1",130.04
"Lcu.2RBY.Chr4p38320187","LG4.1",130.58
"Lcu.2RBY.Chr4p38325408","LG4.1",131.66
"Lcu.2RBY.Chr4p40585979","LG4.1",133.24
"Lcu.2RBY.Chr4p40592928","LG4.1",133.75
"Lcu.2RBY.Chr4p40592814","LG4.1",134.26
"Lcu.2RBY.Chr4p43298031","LG4.1",134.78
"Lcu.2RBY.Chr4p40528293","LG4.1",135.83
"Lcu.2RBY.Chr4p40528282","LG4.1",136.36
"Lcu.2RBY.Chr4p53724403","LG4.1",138.06
"Lcu.2RBY.Chr4p53931253","LG4.1",139.1
"Lcu.2RBY.Chr4p54244713","LG4.1",139.59
"Lcu.2RBY.Chr4p55025891","LG4.1",142.31
"Lcu.2RBY.Chr4p55294235","LG4.1",143.93
"Lcu.2RBY.Chr4p55101478","LG4.1",144.95
"Lcu.2RBY.Chr4p283441552","LG4.1",148.93
"Lcu.2RBY.Chr4p182104419","LG4.1",152.24
"Lcu.2RBY.Chr4p54569655","LG4.1",153.98
"Lcu.2RBY.Chr4p54569766","LG4.1",154.51
"Lcu.2RBY.Chr4p55293213","LG4.1",155.58
"Lcu.2RBY.Chr4p52555914","LG4.1",156.08
"Lcu.2RBY.Chr4p52471996","LG4.1",156.57
"Lcu.2RBY.Chr4p49325480","LG4.1",157.61
"Lcu.2RBY.Chr4p49325345","LG4.1",158.68
"Lcu.2RBY.Chr4p50146042","LG4.1",159.74
"Lcu.2RBY.Chr4p49670704","LG4.1",161.39
"Lcu.2RBY.Chr4p49670755","LG4.1",161.93
"Lcu.2RBY.Chr4p51066186","LG4.1",166.43
"Lcu.2RBY.Chr4p50147553","LG4.1",169.21
"Lcu.2RBY.Chr4p50147524","LG4.1",170.21
"Lcu.2RBY.Chr4p50087478","LG4.1",171.25
"Lcu.2RBY.Chr4p49322325","LG4.1",172.28
"Lcu.2RBY.Chr4p49322338","LG4.1",172.77
"Lcu.2RBY.Chr4p39327728","LG4.1",174.29
"Lcu.2RBY.Chr4p39327948","LG4.1",175.28
"Lcu.2RBY.Chr4p39088282","LG4.1",175.79
"Lcu.2RBY.Chr4p39327550","LG4.1",176.29
"Lcu.2RBY.Chr4p38096127","LG4.1",177.27
"Lcu.2RBY.Chr4p38099135","LG4.1",178.29
"Lcu.2RBY.Chr4p38171047","LG4.1",178.84
"Lcu.2RBY.Chr4p38679447","LG4.1",180.47
"Lcu.2RBY.Chr4p36535532","LG4.1",181.53
"Lcu.2RBY.Chr4p38243634","LG4.1",182.59
"Lcu.2RBY.Chr4p38086104","LG4.1",184.15
"Lcu.2RBY.Chr4p38426043","LG4.1",185.24
"Lcu.2RBY.Chr4p38428082","LG4.1",185.77
"Lcu.2RBY.Chr4p31211544","LG4.1",188.37
"Lcu.2RBY.Chr4p31211594","LG4.1",189.36
"Lcu.2RBY.Chr4p24674487","LG4.1",190.44
"Lcu.2RBY.Chr4p29976335","LG4.1",191.48
"Lcu.2RBY.Chr4p28993643","LG4.1",192.48
"Lcu.2RBY.Chr4p25156598","LG4.1",193.49
"Lcu.2RBY.Chr4p25126744","LG4.1",194.56
"Lcu.2RBY.Chr4p28994594","LG4.1",195.1
"Lcu.2RBY.Chr4p25174044","LG4.1",198.01
"Lcu.2RBY.Chr4p24676212","LG4.1",199.2
"Lcu.2RBY.Chr7p26926619","LG4.1",203.94
"Lcu.2RBY.Chr7p26926718","LG4.1",206.42
"Lcu.2RBY.Chr7p26926461","LG4.1",208.95
"Lcu.2RBY.Chr4p319619211","LG4.2",0
"Lcu.2RBY.Chr4p334628956","LG4.2",5.98
"Lcu.2RBY.Chr4p481528106","LG4.2",13.17
"Lcu.2RBY.Chr4p481530363","LG4.2",14.58
"Lcu.2RBY.Chr4p481860787","LG4.2",15.5
"Lcu.2RBY.Chr4p480578192","LG4.2",15.97
"Lcu.2RBY.Chr4p481857263","LG4.2",16.93
"Lcu.2RBY.Chr4p481857196","LG4.2",17.4
"Lcu.2RBY.Chr4p481830862","LG4.2",19.3
"Lcu.2RBY.Chr4p481405044","LG4.2",21.19
"Lcu.2RBY.Chr4p481169354","LG4.2",24.08
"Lcu.2RBY.Chr4p481529721","LG4.2",26.97
"Lcu.2RBY.Chr4p481830218","LG4.2",28.37
"Lcu.2RBY.Chr4p481830447","LG4.2",29.8
"Lcu.2RBY.Chr4p481830560","LG4.2",30.76
"Lcu.2RBY.Chr4p480444757","LG4.2",33.26
"Lcu.2RBY.Chr4p480579826","LG4.2",35.69
"Lcu.2RBY.Chr4p480867651","LG4.2",36.15
"Lcu.2RBY.Chr4p479793229","LG4.2",37.56
"Lcu.2RBY.Chr4p479128800","LG4.2",39.97
"Lcu.2RBY.Chr4p479425692","LG4.2",41.88
"Lcu.2RBY.Chr4p479092649","LG4.2",43.8
"Lcu.2RBY.Chr4p478592389","LG4.2",44.74
"Lcu.2RBY.Chr4p478952173","LG4.2",45.67
"Lcu.2RBY.Chr4p478355745","LG4.2",48.77
"Lcu.2RBY.Chr4p478355700","LG4.2",49.76
"Lcu.2RBY.Chr4p478355847","LG4.2",52.28
"Lcu.2RBY.Chr4p478014295","LG4.2",54.27
"Lcu.2RBY.Chr4p478335852","LG4.2",54.73
"Lcu.2RBY.Chr4p478329155","LG4.2",55.67
"Lcu.2RBY.Chr4p478059175","LG4.2",56.61
"Lcu.2RBY.Chr4p477496121","LG4.2",58.02
"Lcu.2RBY.Chr4p474726797","LG4.2",60.52
"Lcu.2RBY.Chr4p474974720","LG4.2",61.5
"Lcu.2RBY.Chr4p473995685","LG4.2",64.77
"Lcu.2RBY.Chr4p472800088","LG4.2",66.35
"Lcu.2RBY.Chr4p472057438","LG4.2",67.34
"Lcu.2RBY.Chr4p472043805","LG4.2",67.82
"Lcu.2RBY.Chr4p472020913","LG4.2",70.07
"Lcu.2RBY.Chr4p472719579","LG4.2",71.72
"Lcu.2RBY.Chr4p472884653","LG4.2",72.68
"Lcu.2RBY.Chr4p472957118","LG4.2",73.69
"Lcu.2RBY.Chr4p472040675","LG4.2",74.71
"Lcu.2RBY.Chr4p472039229","LG4.2",78.93
"Lcu.2RBY.Chr4p472043494","LG4.2",83.11
"Lcu.2RBY.Chr4p473062465","LG4.2",84.59
"Lcu.2RBY.Chr4p472328673","LG4.2",85.56
"Lcu.2RBY.Chr4p472423989","LG4.2",88.83
"Lcu.2RBY.Chr4p466767327","LG4.2",97.11
"Lcu.2RBY.Chr4p466767378","LG4.2",107.76
"Lcu.2RBY.Chr4p466767386","LG4.2",110.39
"Lcu.2RBY.Chr4p466767287","LG4.2",116.45
"Lcu.2RBY.Chr4p466767325","LG4.2",117.22
"Lcu.2RBY.Chr4p466768084","LG4.2",123.13
"Lcu.2RBY.Chr4p466768073","LG4.2",123.74
"Lcu.2RBY.Chr4p466768049","LG4.2",124.36
"Lcu.2RBY.Chr4p466768037","LG4.2",125.59
"Lcu.2RBY.Chr4p466767965","LG4.2",129.83
"Lcu.2RBY.Chr4p252769514","LG4.2",136.25
"Lcu.2RBY.Chr4p258562542","LG4.2",140.61
"Lcu.2RBY.Chr4p436567717","LG4.2",153.76
"Lcu.2RBY.Chr4p436567686","LG4.2",155.35
"Lcu.2RBY.Chr4p436567662","LG4.2",157.77
"Lcu.2RBY.Chr4p231486850","LG4.2",171.63
"Lcu.2RBY.Chr4p336712636","LG4.2",184.07
"Lcu.2RBY.Chr4p336712592","LG4.2",189.93
"Lcu.2RBY.Chr4p336712505","LG4.2",195.03
"Lcu.2RBY.Chr4p382285401","LG4.2",206.48
"Lcu.2RBY.Chr4p367829103","LG4.2",213.25
"Lcu.2RBY.Chr4p382285441","LG4.2",222.04
"Lcu.2RBY.Chr4p436566506","LG4.2",228.74
"Lcu.2RBY.Chr4p324952695","LG4.2",237.48
"Lcu.2RBY.Chr4p344880466","LG4.2",247.83
"Lcu.2RBY.Chr4p246922374","LG4.2",253.82
"Lcu.2RBY.Chr4p382286989","LG4.2",257.39
"Lcu.2RBY.Chr2p3381289","LG4.2",263.23
"Lcu.2RBY.Chr7p17716940","LG4.2",268.34
"Lcu.2RBY.Chr2p16611808","LG4.2",271.96
"Lcu.2RBY.unitig2626p292880","LG4.2",279.45
"Lcu.2RBY.Chr5p155943081","LG4.2",286.92
"Lcu.2RBY.Chr4p405563662","LG4.2",300.07
"Lcu.2RBY.Chr4p405563698","LG4.2",302.53
"Lcu.2RBY.Chr4p405568841","LG4.2",310.55
"Lcu.2RBY.Chr4p405568857","LG4.2",311.48
"Lcu.2RBY.Chr4p405568933","LG4.2",316.39
"Lcu.2RBY.Chr4p405568946","LG4.2",317.84
"Lcu.2RBY.Chr4p395477068","LG4.2",330.04
"Lcu.2RBY.Chr4p395477050","LG4.2",330.74
"Lcu.2RBY.Chr4p395477037","LG4.2",331.42
"Lcu.2RBY.Chr4p395477025","LG4.2",332.77
"Lcu.2RBY.Chr4p395476959","LG4.2",340.23
"Lcu.2RBY.Chr4p395476929","LG4.2",342.69
"Lcu.2RBY.Chr4p158480155","LG4.2",347.84
"Lcu.2RBY.Chr4p158480175","LG4.2",349.31
"Lcu.2RBY.Chr4p158480169","LG4.2",349.99
"Lcu.2RBY.Chr4p158480122","LG4.2",351.52
"Lcu.2RBY.Chr4p158480051","LG4.2",352.37
"Lcu.2RBY.Chr4p82269812","LG4.2",357.47
"Lcu.2RBY.Chr4p82269547","LG4.2",364.07
"Lcu.2RBY.Chr4p82269610","LG4.2",364.78
"Lcu.2RBY.Chr4p334628666","LG4.2",366.14
"Lcu.2RBY.Chr4p449842508","LG4.2",369.99
"Lcu.2RBY.Chr4p466411726","LG4.2",381.11
"Lcu.2RBY.Chr4p466411594","LG4.2",381.61
"Lcu.2RBY.Chr4p468148501","LG4.2",382.61
"Lcu.2RBY.Chr4p467887994","LG4.2",384.14
"Lcu.2RBY.Chr4p467855239","LG4.2",385.72
"Lcu.2RBY.Chr4p466805524","LG4.2",387.29
"Lcu.2RBY.Chr4p466412336","LG4.2",388.29
"Lcu.2RBY.Chr4p467520022","LG4.2",389.3
"Lcu.2RBY.Chr4p467522184","LG4.2",390.89
"Lcu.2RBY.Chr4p467274920","LG4.2",391.39
"Lcu.2RBY.Chr4p466496925","LG4.2",392.42
"Lcu.2RBY.Chr4p466768908","LG4.2",394.1
"Lcu.2RBY.Chr4p467171169","LG4.2",395.74
"Lcu.2RBY.Chr4p466471721","LG4.2",396.8
"Lcu.2RBY.Chr4p467490128","LG4.2",398.97
"Lcu.2RBY.Chr4p467490294","LG4.2",401.13
"Lcu.2RBY.Chr7p439007709","LG4.2",405.46
"Lcu.2RBY.Chr4p455552258","LG4.2",414.72
"Lcu.2RBY.Chr4p451932167","LG4.2",419
"Lcu.2RBY.Chr4p455352603","LG4.2",423.83
"Lcu.2RBY.Chr4p456692817","LG4.2",427.03
"Lcu.2RBY.Chr4p456692670","LG4.2",429.05
"Lcu.2RBY.Chr4p460713357","LG4.2",431.74
"Lcu.2RBY.Chr4p458657235","LG4.2",432.76
"Lcu.2RBY.Chr4p459643217","LG4.2",433.24
"Lcu.2RBY.Chr4p458464985","LG4.2",434.79
"Lcu.2RBY.Chr6p200422330","LG4.2",435.87
"Lcu.2RBY.Chr6p200421952","LG4.2",439.18
"Lcu.2RBY.Chr6p200422243","LG4.2",442.41
"Lcu.2RBY.Chr4p453444069","LG4.2",443.41
"Lcu.2RBY.Chr4p453453082","LG4.2",443.9
"Lcu.2RBY.Chr4p457353881","LG4.2",444.92
"Lcu.2RBY.Chr4p451752539","LG4.2",445.41
"Lcu.2RBY.Chr4p452841696","LG4.2",448.57
"Lcu.2RBY.Chr4p451932008","LG4.2",449.64
"Lcu.2RBY.Chr4p453492157","LG4.2",451.23
"Lcu.2RBY.Chr4p449185508","LG4.2",452.78
"Lcu.2RBY.Chr4p447044433","LG4.2",453.28
"Lcu.2RBY.Chr4p447171054","LG4.2",454.37
"Lcu.2RBY.Chr4p447169275","LG4.2",456.04
"Lcu.2RBY.Chr4p447169372","LG4.2",456.55
"Lcu.2RBY.Chr4p447049454","LG4.2",458.17
"Lcu.2RBY.Chr4p446791229","LG4.2",459.7
"Lcu.2RBY.Chr4p445102020","LG4.2",460.19
"Lcu.2RBY.Chr4p443242605","LG4.2",460.71
"Lcu.2RBY.Chr4p443416248","LG4.2",461.23
"Lcu.2RBY.Chr4p443588793","LG4.2",462.85
"Lcu.2RBY.Chr4p443877957","LG4.2",464.46
"Lcu.2RBY.Chr4p443139228","LG4.2",466.01
"Lcu.2RBY.Chr4p443118759","LG4.2",467.62
"Lcu.2RBY.Chr4p444986744","LG4.2",468.67
"Lcu.2RBY.Chr4p445072274","LG4.2",469.73
"Lcu.2RBY.Chr4p445101951","LG4.2",470.22
"Lcu.2RBY.Chr4p444679611","LG4.2",471.22
"Lcu.2RBY.Chr4p443025027","LG4.2",472.3
"Lcu.2RBY.Chr4p442217200","LG4.2",473.33
"Lcu.2RBY.Chr4p442301688","LG4.2",474.86
"Lcu.2RBY.Chr4p441768300","LG4.2",476.74
"Lcu.2RBY.Chr4p440101088","LG4.2",478.59
"Lcu.2RBY.Chr4p441389794","LG4.2",479.66
"Lcu.2RBY.Chr4p437293451","LG4.2",480.73
"Lcu.2RBY.Chr4p437212232","LG4.2",482.27
"Lcu.2RBY.Chr4p437091606","LG4.2",484.47
"Lcu.2RBY.Chr4p437119081","LG4.2",485.5
"Lcu.2RBY.Chr4p437119438","LG4.2",485.98
"Lcu.2RBY.Chr4p433874199","LG4.2",487.01
"Lcu.2RBY.Chr4p434154630","LG4.2",488.07
"Lcu.2RBY.Chr4p434866146","LG4.2",489.11
"Lcu.2RBY.Chr4p433213098","LG4.2",491.24
"Lcu.2RBY.Chr4p432764741","LG4.2",492.25
"Lcu.2RBY.Chr4p433837934","LG4.2",492.76
"Lcu.2RBY.unitig4498p17229","LG4.2",494.33
"Lcu.2RBY.unitig4498p17222","LG4.2",494.79
"Lcu.2RBY.Chr4p432680479","LG4.2",496.77
