"REF_DATE","GEO","DGUID","Summary table","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Manitoba","2016A000246","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943751","27.22","79","","","","0"
"2018","Manitoba","2016A000246","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943751","27.22","79","","","","0"
"2019","Manitoba","2016A000246","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943751","27.22","80","","","","0"
"2020","Manitoba","2016A000246","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943751","27.22","86","","","","0"
"2021","Manitoba","2016A000246","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943751","27.22","85","","","","0"
"2000","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","41","","","","0"
"2001","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","43","","","","0"
"2002","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","44","","","","0"
"2003","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","45","","","","0"
"2004","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","47","","","","0"
"2005","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","48","","","","0"
"2006","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","50","","","","0"
"2007","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","53","","","","0"
"2008","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","55","","","","0"
"2009","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","55","","","","0"
"2010","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","56","","","","0"
"2011","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","57","","","","0"
"2012","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","58","","","","0"
"2013","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","59","","","","0"
"2014","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","60","","","","0"
"2015","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","61","","","","0"
"2016","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","62","","","","0"
"2017","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","63","","","","0"
"2018","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","63","","","","0"
"2019","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","64","","","","0"
"2020","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","71","","","","0"
"2021","Manitoba","2016A000246","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943752","27.23","70","","","","0"
"2000","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","25","","","","0"
"2001","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","27","","","","0"
"2002","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","28","","","","0"
"2003","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","29","","","","0"
"2004","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","31","","","","0"
"2005","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","32","","","","0"
"2006","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","35","","","","0"
"2007","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","37","","","","0"
"2008","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","39","","","","0"
"2009","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","40","","","","0"
"2010","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","41","","","","0"
"2011","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","43","","","","0"
"2012","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","44","","","","0"
"2013","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","45","","","","0"
"2014","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","46","","","","0"
"2015","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","48","","","","0"
"2016","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","48","","","","0"
"2017","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","50","","","","0"
"2018","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","50","","","","0"
"2019","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","51","","","","0"
"2020","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","56","","","","0"
"2021","Manitoba","2016A000246","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943753","27.24","55","","","","0"
"2000","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","12","","","","0"
"2001","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","13","","","","0"
"2002","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","14","","","","0"
"2003","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","14","","","","0"
"2004","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","16","","","","0"
"2005","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","17","","","","0"
"2006","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","19","","","","0"
"2007","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","20","","","","0"
"2008","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","22","","","","0"
"2009","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","23","","","","0"
"2010","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","24","","","","0"
"2011","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","25","","","","0"
"2012","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","27","","","","0"
"2013","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","28","","","","0"
"2014","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","29","","","","0"
"2015","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","30","","","","0"
"2016","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","31","","","","0"
"2017","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","32","","","","0"
"2018","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","33","","","","0"
"2019","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","34","","","","0"
"2020","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","37","","","","0"
"2021","Manitoba","2016A000246","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943754","27.25","37","","","","0"
"2000","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","3","","","","0"
"2001","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","4","","","","0"
"2002","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","4","","","","0"
"2003","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","4","","","","0"
"2004","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","5","","","","0"
"2005","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","6","","","","0"
"2006","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","6","","","","0"
"2007","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","7","","","","0"
"2008","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","8","","","","0"
"2009","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","9","","","","0"
"2010","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","10","","","","0"
"2011","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","11","","","","0"
"2012","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","11","","","","0"
"2013","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","12","","","","0"
"2014","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","13","","","","0"
"2015","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","14","","","","0"
"2016","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","14","","","","0"
"2017","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","15","","","","0"
"2018","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","16","","","","0"
"2019","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","16","","","","0"
"2020","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","17","","","","0"
"2021","Manitoba","2016A000246","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943755","27.26","19","","","","0"
"2000","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","1","","","","0"
"2001","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","2","","","","0"
"2002","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","2","","","","0"
"2003","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","2","","","","0"
"2004","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","2","","","","0"
"2005","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","2","","","","0"
"2006","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","3","","","","0"
"2007","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","3","","","","0"
"2008","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","4","","","","0"
"2009","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","4","","","","0"
"2010","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","4","","","","0"
"2011","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","4","","","","0"
"2012","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","5","","","","0"
"2013","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","5","","","","0"
"2014","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","6","","","","0"
"2015","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","6","","","","0"
"2016","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","6","","","","0"
"2017","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","7","","","","0"
"2018","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","7","","","","0"
"2019","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","7","","","","0"
"2020","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","8","","","","0"
"2021","Manitoba","2016A000246","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943756","27.27","9","","","","0"
"2000","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","11","","","","0"
"2001","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","11","","","","0"
"2002","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","12","","","","0"
"2003","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","12","","","","0"
"2004","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","12","","","","0"
"2005","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","11","","","","0"
"2006","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","10","","","","0"
"2007","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","10","","","","0"
"2008","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","10","","","","0"
"2009","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","12","","","","0"
"2010","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","12","","","","0"
"2011","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","11","","","","0"
"2012","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","10","","","","0"
"2013","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","10","","","","0"
"2014","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","10","","","","0"
"2015","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","10","","","","0"
"2016","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","11","","","","0"
"2017","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","11","","","","0"
"2018","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","11","","","","0"
"2019","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","11","","","","0"
"2020","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","15","","","","0"
"2021","Manitoba","2016A000246","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943765","27.36","16","","","","0"
"2000","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","61","","","","0"
"2001","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","63","","","","0"
"2002","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","64","","","","0"
"2003","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","65","","","","0"
"2004","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","66","","","","0"
"2005","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","68","","","","0"
"2006","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","71","","","","0"
"2007","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","74","","","","0"
"2008","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","76","","","","0"
"2009","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","77","","","","0"
"2010","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","77","","","","0"
"2011","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","78","","","","0"
"2012","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","80","","","","0"
"2013","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","80","","","","0"
"2014","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","81","","","","0"
"2015","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","82","","","","0"
"2016","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","81","","","","0"
"2017","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","82","","","","0"
"2018","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","82","","","","0"
"2019","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","82","","","","0"
"2020","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","87","","","","0"
"2021","Saskatchewan","2016A000247","Percentage of persons with total income $15,000 and over","Percent","239","units","0","v16943833","29.22","86","","","","0"
"2000","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","40","","","","0"
"2001","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","42","","","","0"
"2002","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","43","","","","0"
"2003","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","44","","","","0"
"2004","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","46","","","","0"
"2005","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","48","","","","0"
"2006","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","50","","","","0"
"2007","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","54","","","","0"
"2008","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","57","","","","0"
"2009","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","58","","","","0"
"2010","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","59","","","","0"
"2011","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","61","","","","0"
"2012","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","62","","","","0"
"2013","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","64","","","","0"
"2014","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","64","","","","0"
"2015","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","65","","","","0"
"2016","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","65","","","","0"
"2017","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","66","","","","0"
"2018","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","66","","","","0"
"2019","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","66","","","","0"
"2020","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","72","","","","0"
"2021","Saskatchewan","2016A000247","Percentage of persons with total income $25,000 and over","Percent","239","units","0","v16943834","29.23","71","","","","0"
"2000","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","25","","","","0"
"2001","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","26","","","","0"
"2002","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","28","","","","0"
"2003","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","29","","","","0"
"2004","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","31","","","","0"
"2005","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","33","","","","0"
"2006","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","36","","","","0"
"2007","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","39","","","","0"
"2008","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","42","","","","0"
"2009","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","44","","","","0"
"2010","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","45","","","","0"
"2011","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","48","","","","0"
"2012","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","49","","","","0"
"2013","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","51","","","","0"
"2014","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","52","","","","0"
"2015","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","53","","","","0"
"2016","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","53","","","","0"
"2017","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","54","","","","0"
"2018","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","54","","","","0"
"2019","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","55","","","","0"
"2020","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","58","","","","0"
"2021","Saskatchewan","2016A000247","Percentage of persons with total income $35,000 and over","Percent","239","units","0","v16943835","29.24","58","","","","0"
"2000","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","12","","","","0"
"2001","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","13","","","","0"
"2002","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","14","","","","0"
"2003","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","15","","","","0"
"2004","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","16","","","","0"
"2005","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","18","","","","0"
"2006","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","20","","","","0"
"2007","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","23","","","","0"
"2008","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","26","","","","0"
"2009","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","27","","","","0"
"2010","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","28","","","","0"
"2011","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","31","","","","0"
"2012","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","32","","","","0"
"2013","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","34","","","","0"
"2014","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","36","","","","0"
"2015","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","37","","","","0"
"2016","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","36","","","","0"
"2017","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","37","","","","0"
"2018","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","38","","","","0"
